rewardvalue,mailertype,incomelevel,creditratingvalue,Credit Cards Held,Household Size,Average Balance,Offer Accepted
3,1,3,0,2,4,925,No
3,1,3,1,2,2,935.5,No
3,0,1,1,1,6,128.5,No
1,1,1,2,1,3,1206,No
3,0,1,1,4,3,804,No
1,0,0,0,3,2,1115.75,No
1,0,1,2,1,3,998.75,No
1,0,0,2,1,3,968.75,No
3,1,3,1,2,2,1190,No
3,0,1,0,2,5,1343,No
0,0,3,1,2,3,1158.25,No
0,0,1,2,1,3,203.75,No
3,0,1,1,1,1,894.25,No
3,0,0,2,3,4,1246.5,No
3,0,1,1,1,5,1157,No
1,0,0,2,1,2,692.25,No
1,0,1,0,1,3,1291,No
3,1,3,0,2,4,1045.5,No
0,0,0,0,1,4,1210.75,No
3,1,1,2,1,3,783.5,No
0,1,3,2,1,5,1148,No
3,0,0,1,2,5,1211,No
1,0,3,1,1,1,807.5,No
1,0,3,0,1,2,1099.75,No
3,0,3,2,2,5,1135,No
3,0,3,1,3,4,1200.25,No
3,1,1,1,3,4,1318.5,Yes
1,1,1,2,2,2,1333.75,No
1,0,3,2,2,4,1070.75,No
3,1,3,1,1,3,1054,No
3,0,1,0,2,3,758,No
3,1,1,0,2,3,1257.75,No
3,0,0,2,2,4,1072,No
3,1,3,1,2,2,700,No
0,1,1,1,1,2,1059.5,No
3,1,0,1,1,4,832.25,No
1,0,0,2,2,3,976,No
1,0,0,2,2,3,116.75,No
1,1,0,2,2,2,828.25,No
0,1,0,0,3,5,1106.25,Yes
1,0,0,0,1,4,1000.5,No
3,0,1,1,4,6,956,No
1,1,0,2,1,3,242.75,No
1,1,1,0,2,4,1378.5,No
3,0,1,2,2,1,1153.25,No
3,1,0,1,1,3,654,No
1,1,0,0,3,4,1180.25,No
1,1,1,0,2,3,979.5,Yes
1,0,1,1,1,3,1495.5,No
0,0,1,0,1,5,1275.75,No
3,0,3,0,2,4,326.25,No
3,0,3,2,2,3,1123.5,No
0,1,3,2,1,4,1013.25,No
0,1,3,2,2,4,777.75,No
1,0,1,0,2,4,1218.25,No
1,1,1,2,3,2,890.75,No
1,0,3,1,2,2,1139.5,No
1,0,1,0,2,4,1138,No
3,1,1,2,2,4,185.5,No
0,0,1,1,2,4,275.25,No
0,1,3,1,3,4,825.75,No
1,0,1,2,3,3,951.5,No
1,1,3,2,1,2,1040,No
3,1,1,2,1,4,237.75,No
0,0,0,1,2,3,394,No
0,1,3,0,2,3,1141.75,No
1,0,1,2,1,3,1348.75,No
1,0,1,0,3,4,788,No
3,0,0,2,2,1,987.25,No
3,0,0,0,1,4,1167.25,No
3,0,0,1,1,3,1106,No
1,0,1,0,2,3,673.75,No
1,1,1,0,1,6,701.25,No
3,0,1,1,3,2,802.25,No
0,1,1,2,2,4,101.25,No
0,1,1,0,2,2,192.25,No
3,1,0,2,2,3,200,No
3,1,0,1,2,2,964.25,No
1,1,0,0,2,4,676.25,No
1,1,1,1,2,4,1091,No
3,1,0,2,2,4,291,No
1,1,1,2,2,3,886.75,No
0,1,1,0,1,3,1131.25,No
3,1,1,0,2,4,323,No
3,1,3,0,2,5,1296.75,No
3,1,0,1,2,4,1050.5,No
3,0,1,2,2,3,1141.5,No
3,1,3,1,1,2,1114.75,No
3,1,1,2,1,4,987,No
1,0,3,1,3,3,1069.5,No
0,1,0,0,3,2,1041,No
3,0,3,0,3,3,837,No
1,0,3,1,2,4,251,No
0,1,1,0,3,3,1111.25,No
0,0,1,1,1,2,886.5,No
1,0,0,1,1,3,859.25,No
3,0,3,0,1,4,161,No
1,1,1,0,2,4,945,No
0,1,0,1,1,2,322.75,No
3,1,1,1,2,2,1380,Yes
1,1,0,0,2,4,1250,No
1,0,1,1,2,3,1267.75,No
3,1,3,2,2,4,795.75,No
3,1,1,1,3,2,906.5,No
1,1,0,2,2,4,1682.5,No
1,1,1,1,1,3,230.75,No
0,0,0,0,2,2,1031.75,No
3,0,1,1,1,4,793.75,No
3,1,1,0,2,4,812.25,Yes
1,1,1,2,2,2,761.25,No
3,0,0,2,2,3,1107.5,No
3,1,0,0,1,4,848.75,No
1,1,3,1,1,3,771,No
1,0,0,1,2,3,1101.5,No
3,0,1,1,1,3,864.75,No
3,1,1,0,1,4,1411.5,No
1,1,3,1,2,5,1264.25,No
0,0,3,2,2,4,904,No
1,0,1,1,2,3,301,No
3,1,3,1,3,4,821.25,No
1,0,0,2,2,3,1111.75,No
3,0,1,1,2,4,1043.75,No
3,1,1,1,3,4,1043,No
1,0,0,1,2,4,1104.25,No
0,0,1,0,1,5,1145.75,No
3,1,0,2,1,4,1154.5,No
3,1,3,2,2,4,1157.25,No
3,1,1,1,1,1,165.5,No
0,1,1,2,3,4,253.5,No
0,1,1,0,1,2,237,Yes
0,1,3,0,2,3,1149.5,No
0,1,0,0,1,3,1076.5,Yes
1,0,0,1,3,3,1021,No
0,1,1,1,1,3,971.25,No
3,1,3,0,2,6,275.75,No
3,1,3,0,1,4,1083,No
1,0,1,1,3,3,246.75,No
3,1,1,1,2,3,750,No
3,0,1,0,2,4,734.5,Yes
0,1,3,2,3,5,1193,No
1,1,3,1,3,4,1273.5,No
1,0,1,2,1,4,219.25,No
0,1,1,2,1,3,1251.75,No
0,0,1,0,4,2,785.25,No
3,1,0,2,2,4,1116,No
3,0,1,2,2,3,786.25,No
3,1,1,1,2,4,967,No
1,0,3,1,3,4,1085.25,No
0,0,1,0,2,3,1088.25,No
3,0,1,1,1,5,1102,No
1,1,0,2,1,3,1556,No
0,1,1,1,1,5,1230,No
3,1,0,1,1,3,1052.5,Yes
0,0,0,2,3,4,954.5,No
0,1,0,1,3,2,1161.25,No
3,0,0,2,4,3,1682.5,No
1,1,0,0,2,4,995.5,No
3,0,1,0,1,3,241.75,No
1,0,3,0,2,5,1082.5,No
1,0,1,2,2,5,290.25,No
1,0,1,1,2,2,307.5,No
1,1,1,1,1,3,756.25,No
3,0,1,0,4,3,1176,No
3,1,0,2,2,4,206.75,No
0,1,0,0,2,4,1283,No
3,0,0,0,1,3,913,No
1,0,1,2,1,2,1132.25,No
3,1,0,1,2,4,958.5,No
1,0,3,0,1,4,316.25,No
1,1,1,2,2,3,1086.75,No
0,0,1,1,2,4,1238.75,No
0,1,3,2,2,4,1284.75,No
1,0,3,1,2,4,859.75,No
0,1,1,0,2,4,946.25,No
1,1,0,0,1,5,690.25,No
0,1,0,2,3,3,1142.25,No
0,1,3,2,1,4,1359.5,No
1,0,1,2,4,5,953.75,No
0,0,1,2,2,5,1700.5,No
3,1,1,1,1,3,285.5,No
1,0,1,2,1,2,1140,No
0,0,1,0,2,4,975,No
1,1,1,0,2,5,786.25,No
3,0,1,2,1,1,782,No
0,1,1,2,2,3,1012.5,No
0,0,1,2,3,4,754.25,No
0,0,1,0,2,5,1302.25,No
0,1,3,0,3,3,1116.25,No
1,0,1,0,4,2,1245.75,No
0,1,0,1,1,3,775.75,No
1,1,3,1,2,4,1073.75,No
0,0,3,2,3,4,1175.75,No
1,1,1,2,1,5,1120.25,No
3,0,1,1,1,2,853.75,No
0,0,3,0,2,3,1006.75,No
3,1,0,2,2,3,1045.25,No
1,0,1,0,2,4,319.5,No
3,0,0,0,2,2,786.5,No
0,1,3,1,2,3,988,No
0,1,3,1,2,3,1109,No
1,1,1,1,2,5,854.25,No
0,0,1,1,2,3,1266,No
3,0,3,2,3,3,1018,No
1,0,1,0,3,4,992.5,No
0,0,3,2,2,6,291.25,No
1,1,1,2,1,3,1212.5,No
0,0,0,1,3,1,1228.25,No
0,1,1,0,1,2,1053.5,Yes
3,0,1,2,1,3,896.75,No
3,0,1,0,2,3,275.75,No
0,1,0,2,2,1,328.75,No
1,0,1,1,2,4,772.25,No
3,1,3,1,3,2,1032.5,No
3,0,1,2,1,5,1024.75,No
3,1,3,1,1,4,821.25,No
3,1,1,2,1,2,162.5,No
1,0,3,2,3,2,1168,No
1,0,1,1,2,3,1819.25,No
3,0,3,1,2,5,1109.25,No
3,1,0,2,1,3,1092.25,No
1,0,1,1,2,5,1109.75,No
3,1,0,2,1,3,234.5,No
0,0,3,0,2,4,1046.5,No
3,0,1,0,1,3,1682.75,No
1,0,0,0,2,3,1462.5,No
3,0,1,2,2,5,1157.75,No
3,1,1,0,4,4,1294.5,Yes
1,0,1,0,2,4,1009.75,No
3,0,1,2,3,5,880,No
0,1,3,2,2,3,833,No
0,1,1,2,1,4,219.5,No
3,0,3,2,1,2,817.75,No
0,1,0,0,1,3,1666,No
3,1,1,0,3,2,334.75,No
3,1,1,0,3,4,996.75,Yes
3,1,1,0,3,3,832.75,No
0,0,3,1,3,2,944,No
0,1,3,2,2,4,914.75,No
0,0,0,1,1,2,993.25,No
0,1,1,2,2,2,1125.25,No
1,1,0,1,3,5,975.75,No
1,1,1,2,2,2,977.25,No
0,1,1,2,1,2,869.5,No
3,0,1,1,2,5,1062.25,No
1,1,0,1,3,4,1200.25,No
1,0,1,1,2,4,1247.25,No
3,0,0,0,1,2,255.25,No
1,0,3,0,2,5,1290.5,No
1,0,0,1,1,4,1163.5,No
0,1,1,0,3,2,1136,No
0,1,1,1,2,3,1060,No
0,0,1,0,3,5,936,No
1,0,1,2,2,2,1102,No
1,1,3,0,2,4,851,No
3,1,1,1,1,3,1471.25,No
1,0,0,1,1,2,785.5,No
1,1,0,1,1,3,736.75,No
0,0,1,2,2,3,305.75,No
0,1,1,2,1,4,1033.75,No
0,0,1,0,3,3,856.75,No
3,1,1,0,2,3,933.25,No
3,0,1,0,2,4,1134.5,No
3,0,1,0,1,2,157,No
1,0,1,1,2,3,1484.25,No
1,1,1,1,2,2,1058.25,No
0,0,1,1,3,2,247.75,No
1,0,3,0,2,3,1688.75,No
1,0,1,1,2,4,1134.75,No
1,0,3,1,1,4,1104.25,No
0,0,0,2,2,2,1253,No
1,0,1,2,2,3,1135.25,No
0,0,3,1,1,3,979,No
1,0,0,2,2,3,956,No
0,0,0,0,1,3,755.75,No
0,1,0,1,2,5,1261.75,No
0,0,3,0,2,3,798.75,No
1,1,1,2,2,3,985.5,No
3,0,1,2,2,3,1235.25,No
3,0,1,2,2,2,1418.25,No
3,0,1,0,2,3,1794.25,No
0,1,0,0,3,5,767.75,No
0,1,1,1,1,3,808,Yes
3,1,1,2,2,3,270.25,No
1,1,1,0,1,4,697.25,No
1,0,1,2,2,4,1058.5,No
1,0,1,2,1,3,1024.75,No
3,1,1,2,2,4,1070,No
0,1,1,1,2,4,178,No
0,0,1,0,3,3,653.25,No
1,1,3,0,1,3,303.5,No
1,0,1,1,1,2,211.75,No
0,0,0,1,1,4,1095.75,No
1,0,3,0,2,3,1107.75,No
3,1,3,2,3,2,623.25,No
0,0,1,0,2,5,830,No
3,0,1,2,2,4,1224.5,No
0,1,3,1,2,4,1070,No
0,1,3,0,1,4,1069.75,Yes
1,1,3,0,3,2,858.25,No
0,1,3,1,2,4,1234,No
1,1,1,1,1,6,1027.5,No
3,0,0,0,1,6,1105,Yes
0,1,0,1,1,4,1450,No
3,0,1,0,2,4,721.75,No
1,1,3,0,2,3,935.25,No
0,1,3,2,2,2,1116.5,No
0,0,1,0,2,5,1173.25,No
0,1,1,1,2,4,1440.25,No
1,0,0,2,2,1,1090.25,No
0,0,1,0,3,3,807.5,No
3,1,1,0,4,3,227.75,No
1,1,3,2,2,2,1192.25,No
1,1,0,0,2,5,221,No
1,0,0,0,1,3,946,No
3,0,0,1,2,2,1078.25,No
1,0,1,1,1,2,241.75,No
3,0,1,1,4,4,1202.25,No
0,0,1,1,4,3,345.25,No
1,0,1,0,3,4,1193.75,No
1,0,3,2,2,4,1228,No
0,1,0,1,3,3,1051.75,No
3,0,0,2,1,5,1024.25,No
3,1,1,1,2,4,1225.25,No
3,1,3,0,2,3,1172.75,No
0,1,1,0,1,3,1190.25,No
0,0,1,1,2,4,1827,No
3,0,1,1,2,1,1164.5,No
3,0,1,2,3,3,993,No
1,1,0,2,3,3,693.5,No
0,0,1,1,2,3,1029.5,No
3,0,1,1,2,3,1118,No
3,1,1,0,2,5,122,No
3,1,3,1,2,2,774.5,No
3,1,1,1,2,3,775.75,No
3,0,3,0,1,2,1114,No
3,1,0,1,1,6,954,No
1,0,3,0,2,3,764.75,No
3,0,0,1,2,2,1006,No
1,0,3,1,2,3,860.5,No
0,1,1,2,2,3,1185,Yes
3,0,1,0,1,4,1149,No
3,1,1,2,2,4,926.75,No
3,1,1,2,2,5,168.5,No
3,1,3,1,2,2,296.75,No
1,0,1,1,1,4,1035.25,No
3,0,1,0,1,1,1224.25,No
3,0,3,1,2,4,854.25,No
3,0,1,0,1,5,1084,No
1,0,1,1,2,4,872.25,No
3,0,1,1,2,4,1005,No
3,1,0,1,1,3,880.75,No
3,1,0,2,1,3,1243.75,No
0,1,1,2,2,3,1103.5,No
1,1,1,1,2,2,815.5,No
0,1,1,2,2,6,1039.25,No
0,1,0,2,1,4,214.75,No
3,0,0,0,2,4,1034.25,No
1,1,1,2,2,4,1279,No
0,1,3,2,2,2,1200.5,No
0,0,0,1,1,4,1079.5,No
0,1,1,2,2,5,1142.25,No
3,1,1,2,2,2,1062.5,No
0,0,1,1,2,4,1239.25,No
0,1,1,1,1,2,1149.25,No
0,1,3,1,2,5,1327.75,No
0,1,1,1,2,3,862.75,No
1,0,0,2,1,3,1118,No
1,1,3,2,2,2,1201,No
1,0,0,2,3,5,1131,No
3,0,1,0,1,2,1813,No
0,0,1,0,1,3,213.25,No
0,1,3,0,1,4,1045.5,No
1,0,1,2,1,5,1030.25,No
3,1,1,2,2,1,1838.25,No
1,0,1,1,1,4,1092.75,No
3,0,1,0,1,3,185.25,No
3,0,1,0,4,4,1102,No
3,1,1,1,2,2,1032.75,No
3,0,3,1,1,5,1065.75,No
3,0,1,2,2,5,1070,No
1,1,1,2,2,2,1302,No
1,0,3,2,1,3,1330,No
0,1,1,2,2,2,883,No
0,1,1,1,1,4,206.25,No
1,0,1,0,2,4,1111.5,No
1,1,3,2,2,4,1056.25,No
3,1,0,1,1,4,214.25,No
1,0,1,2,1,4,1186,No
0,1,1,2,1,4,952,No
1,1,0,0,2,2,962.75,No
0,0,3,0,1,2,1042.5,No
3,0,1,1,2,5,1706.5,No
3,1,1,2,2,2,1113.75,No
1,0,3,2,2,3,570,No
3,1,1,2,2,2,970.25,No
3,1,0,1,2,3,995.25,No
0,1,1,0,2,3,909.75,No
0,1,1,1,2,4,1079.25,No
1,0,1,2,3,4,1073.25,No
0,1,0,1,2,4,1745.25,No
0,0,0,1,3,2,1150,No
3,1,1,1,1,3,945,No
0,1,1,1,3,4,268.25,No
3,0,1,2,1,2,848,No
3,1,3,0,1,4,811.5,No
3,1,0,0,1,3,791.25,No
1,0,1,2,1,5,990.75,No
3,1,3,1,1,3,1064.5,No
0,0,0,1,3,1,1470,No
0,0,3,0,1,4,761.75,No
1,0,3,2,3,5,1125.75,No
1,1,1,0,2,2,884,No
1,1,0,0,2,2,1329.25,No
0,0,1,2,1,2,853,No
3,0,1,1,3,3,1491.25,No
0,1,3,1,1,5,1090.75,No
3,1,1,0,2,3,991.5,No
0,1,1,2,2,3,1077,No
1,0,1,2,2,4,1033,No
1,0,1,0,1,4,1284.5,No
3,0,0,2,1,4,1332,No
1,0,1,0,1,6,879,No
1,0,1,0,1,4,191,No
0,1,1,0,1,3,1189.25,No
3,1,0,1,2,3,1099.5,No
1,1,3,0,1,2,1097.5,No
1,0,3,0,1,4,1293.5,No
3,0,1,0,3,2,1096.5,No
1,1,1,0,1,3,193.5,No
0,1,1,0,1,5,1041.25,No
0,0,1,2,2,2,1055.75,No
0,1,1,0,1,6,920.5,No
0,0,3,2,3,3,684,No
0,0,1,2,2,4,412,No
3,1,3,1,1,4,729.75,No
3,0,0,2,2,3,1213,No
1,0,1,2,1,4,698.5,No
0,0,0,1,1,2,994.5,No
3,0,0,0,3,4,1086.75,Yes
1,1,1,1,1,3,1148.5,No
3,1,1,1,2,2,1537.5,No
0,0,3,1,2,2,1046,No
3,1,1,0,1,4,1205.75,No
0,0,1,1,3,2,1013.75,No
1,1,3,1,1,5,1109.75,No
3,0,0,2,2,4,279.75,No
1,1,1,2,1,6,924.25,No
1,0,0,1,2,1,1796,No
1,1,1,2,2,2,1288.5,No
0,1,1,2,1,4,1102.75,Yes
1,1,3,0,3,1,1330.25,No
3,0,1,2,2,2,199.25,No
0,1,1,1,2,3,1183,No
0,0,1,2,1,4,942.75,No
1,1,1,0,2,5,920.5,No
0,1,1,0,1,4,321.5,No
1,1,0,0,1,3,943.75,Yes
3,1,3,1,2,4,1275.5,No
0,0,1,0,1,3,814.75,No
1,0,1,1,2,3,956.25,No
3,1,1,0,1,5,329.75,No
1,1,1,2,2,4,1466.25,No
3,0,1,2,2,3,361,No
0,1,1,2,1,5,362.75,No
3,1,0,0,2,5,1071,No
0,0,1,0,2,3,832.25,No
3,1,3,1,3,5,1153.75,No
1,1,3,0,2,2,742.25,No
1,1,3,0,1,5,1305.75,No
3,1,0,2,1,3,140.75,No
0,0,1,0,1,3,1378.25,No
3,1,1,0,2,2,1042.5,No
1,0,1,0,2,3,1143.5,No
3,1,1,1,1,5,1078.5,No
3,0,0,1,1,2,1126.75,No
0,1,1,2,3,5,1303.5,No
1,0,1,1,2,3,1162.5,No
3,0,1,2,2,5,730,No
0,1,1,2,3,6,1351.5,No
3,0,1,1,3,3,910.5,No
1,0,1,1,1,4,1112.25,No
1,0,0,1,1,2,1130.25,No
1,0,3,0,3,3,1055.75,No
1,0,1,2,4,5,784.75,No
1,0,1,2,1,4,1194.25,No
0,1,3,0,1,3,1353.25,No
1,0,1,1,2,3,273.25,No
1,0,1,0,1,3,1284.75,No
0,0,0,1,2,4,332,Yes
3,1,3,1,1,5,226,No
1,1,1,1,2,4,221.5,No
3,0,0,2,2,5,1125.5,No
3,0,1,1,2,3,1311,No
1,1,1,1,2,4,216.75,No
0,0,3,2,2,4,1142.25,No
0,0,3,2,3,4,1008.5,No
1,1,1,2,2,4,1689.75,No
1,1,1,1,1,5,232.75,No
3,0,0,2,1,3,903.75,No
1,0,3,1,2,4,341.75,No
3,0,1,1,1,3,988.75,Yes
0,0,3,0,2,4,1322.5,Yes
1,0,3,2,1,5,1080,No
3,1,1,1,2,5,1051.25,No
0,0,0,1,3,2,156,No
0,0,0,1,2,1,681.75,No
1,0,3,2,2,4,983.25,No
0,0,1,0,1,6,823.5,No
1,0,1,0,1,4,585.75,No
3,1,0,0,3,4,677.5,Yes
1,1,1,0,2,3,986.5,No
3,0,1,1,1,5,1056.25,No
3,0,0,0,3,5,1094.25,No
1,0,1,1,1,3,1301.5,No
0,1,1,0,4,5,833.5,No
1,1,0,2,3,2,867,No
0,0,0,2,2,4,1027,No
0,1,0,0,2,4,407.75,No
0,1,0,1,2,3,182.25,No
1,1,0,2,2,2,665,No
1,1,1,0,1,4,313.75,Yes
0,1,1,1,1,4,702.25,Yes
1,0,1,0,2,4,227.75,No
1,1,0,0,2,6,1010,Yes
3,1,0,0,2,3,917.5,No
0,1,1,2,1,3,1012,No
3,1,1,1,1,2,753.25,No
0,1,3,2,1,2,199,No
3,0,0,2,3,3,1062.75,No
1,1,0,2,3,3,1293,No
0,0,1,2,3,4,1305.5,No
1,1,0,0,1,3,204.75,Yes
3,1,1,2,1,3,1070.5,No
3,0,3,2,2,4,1047.75,No
0,0,1,0,1,4,1406.5,Yes
1,1,0,0,1,3,288.5,Yes
3,0,1,0,1,3,1102,No
1,1,0,1,1,5,1038.25,No
3,1,3,0,2,3,1173.75,No
1,0,3,1,1,2,1032.25,No
0,1,1,2,1,3,1085.25,No
1,0,1,0,2,5,1002.25,No
3,1,3,2,1,2,753.75,No
3,1,3,1,2,4,860.5,No
3,1,1,1,1,3,282.5,No
0,0,0,2,1,4,1098.5,No
1,0,1,2,2,3,847,No
3,1,0,2,1,3,169.5,Yes
1,0,1,0,3,5,998,No
1,0,0,0,2,3,749.75,No
1,1,1,1,2,5,733,No
0,0,0,1,1,3,738.25,No
0,1,3,0,1,4,1130.5,No
0,0,3,2,1,4,734,No
3,0,3,1,2,3,896.5,No
3,0,3,1,1,3,1250.5,No
1,0,1,2,2,2,1214.5,No
1,1,0,2,3,3,1209.5,No
3,0,1,1,2,3,746.75,No
0,0,0,0,2,3,967.25,No
1,0,3,1,1,6,1229.25,No
0,1,1,2,4,5,783.75,No
0,0,0,2,1,2,1094.75,No
1,1,1,0,2,4,1050.75,No
0,0,1,2,3,4,981.75,No
0,1,1,2,2,3,1038.5,No
1,0,1,0,2,4,159,No
0,1,1,1,3,1,1255.25,No
3,1,1,2,2,4,309.25,No
1,1,1,0,2,5,335.75,No
3,1,0,1,2,2,873,No
1,0,3,1,1,3,981.5,No
1,1,0,1,3,4,659,No
0,0,1,0,2,4,1298.75,No
1,0,3,0,3,6,155.25,No
1,1,0,0,1,5,250.25,No
0,0,0,2,3,3,1112.5,No
0,0,1,0,1,4,1136,No
1,1,1,0,2,1,1247.75,No
3,0,3,0,3,2,1063.25,No
3,1,1,0,2,6,1063,No
3,0,1,0,2,4,1107.25,No
0,1,1,1,2,4,980,Yes
0,1,3,1,1,4,289,No
3,0,0,2,3,4,751,No
1,1,3,0,2,2,1190,No
0,1,3,1,2,3,683,No
3,0,3,1,2,3,660,No
3,1,3,2,2,2,751.75,No
1,0,3,0,3,2,343,No
0,0,3,0,2,6,973.75,No
3,1,1,0,3,4,839.25,No
1,1,0,1,2,3,1091,No
0,1,1,1,2,3,972.5,No
1,1,1,0,2,4,730.5,No
3,0,1,1,2,4,599.25,No
0,0,1,1,2,4,253.75,No
0,1,1,1,2,5,1001.5,No
3,0,0,1,1,4,1175.75,No
3,0,3,1,2,3,1387.25,No
3,0,1,2,1,3,217.25,No
3,1,1,2,2,1,1476,No
1,0,0,1,1,4,933,No
1,0,1,2,1,5,404.75,No
3,0,0,2,1,4,803.5,No
1,1,1,1,2,3,866,No
0,1,3,2,3,3,922.5,No
3,1,3,2,2,6,1117.5,No
0,1,1,0,2,3,988.25,No
1,1,0,1,3,3,1041.5,No
3,0,1,1,3,3,1185,No
0,1,1,2,3,3,1007,No
0,1,3,2,1,1,1032.5,No
0,0,1,0,2,5,1332.5,No
1,0,1,2,3,2,1047.5,No
1,1,3,2,4,3,722.25,No
1,0,1,0,3,3,201.75,No
0,1,0,2,2,2,1081.5,No
0,0,1,0,3,4,1009.75,No
1,0,0,2,2,2,1125.5,No
3,0,0,1,2,3,929.75,No
3,1,1,0,2,3,1308.75,Yes
1,0,3,1,3,2,1689,No
1,0,0,0,1,4,1081.5,No
3,0,1,2,2,5,1085.25,No
3,0,1,0,1,5,869.75,No
0,0,3,2,2,4,1136.75,No
1,1,1,0,2,3,153.75,No
1,0,1,0,3,5,1013.25,No
1,0,3,2,1,3,315.5,No
3,0,0,0,2,4,1049.25,No
0,0,1,2,1,2,1053.25,No
0,0,1,0,3,3,127.75,No
1,1,0,0,1,4,241.75,Yes
1,1,0,1,2,3,216,No
0,1,0,2,1,4,224.25,No
1,0,3,0,2,3,1109,No
3,0,0,2,1,4,1325,No
1,0,1,2,1,3,762.25,No
1,1,1,1,1,2,1711,No
0,1,0,0,1,3,1738.5,No
3,1,1,1,2,2,1381.5,No
1,1,0,0,3,4,862.75,No
1,0,3,1,2,4,1090.5,No
1,0,0,1,2,5,1723,No
1,1,1,0,2,1,920.75,No
0,0,3,0,3,5,882.75,No
0,0,0,0,2,2,1302.25,No
0,0,3,2,2,3,706.5,No
3,0,1,0,2,2,1471.5,No
1,0,1,0,4,3,172.5,No
3,0,3,0,3,5,1140,Yes
3,0,1,0,2,5,669.75,No
3,1,1,2,2,4,263.25,No
0,0,0,2,1,2,232.25,No
1,1,1,2,4,2,1170.75,No
3,1,1,1,3,4,1188.75,No
0,1,0,1,2,4,958.5,No
1,1,3,1,3,4,1347.5,No
1,1,1,2,2,4,195.5,Yes
3,1,0,2,3,3,978,No
3,0,3,2,3,5,225.5,No
0,1,1,1,2,2,977,No
1,0,3,1,1,4,1259.5,No
3,0,1,0,1,3,327,No
1,0,1,0,2,3,640.75,No
1,1,1,1,2,3,87.5,No
0,0,0,2,2,4,395.5,No
1,0,1,2,3,4,1208.5,No
0,0,0,1,2,4,718,No
3,1,3,0,1,5,270.75,No
3,1,1,0,2,3,1178.5,No
3,1,0,1,3,3,1058,Yes
3,1,1,2,3,2,1049.75,No
0,1,0,1,3,2,242,No
1,0,1,0,2,2,722.5,No
0,0,3,1,2,5,1126.5,No
1,0,3,1,3,3,934.75,No
3,1,0,2,2,1,991.75,No
1,0,1,0,2,5,1159,No
1,1,0,2,1,3,719,No
0,1,1,0,2,4,1182.75,No
3,0,1,0,3,2,758.75,No
3,1,1,2,2,4,965.75,No
0,0,1,1,1,4,1211.5,No
0,0,1,2,3,5,1522.5,No
0,0,1,1,2,3,251.5,Yes
1,0,3,0,2,4,1655,No
1,1,0,0,1,4,327.5,No
3,0,1,1,1,5,1163.25,No
3,0,0,1,2,4,1001.25,No
1,0,1,0,3,2,872.75,No
0,1,3,2,1,4,1013,No
3,0,0,2,1,3,1139,No
3,1,1,0,1,4,1212.25,No
1,1,1,1,2,4,282.25,No
1,0,1,0,1,1,1092.5,No
1,0,1,1,2,5,269.25,No
1,1,1,2,2,5,1002.5,No
0,0,0,0,1,4,1645.5,No
3,0,0,2,3,4,856.75,No
0,1,1,1,1,3,329.5,No
0,0,1,1,1,4,789.75,No
1,1,1,2,3,5,1123,No
0,1,3,0,1,5,979.5,No
3,0,1,0,3,5,1102.25,No
0,0,1,1,2,5,982.75,No
0,1,1,0,2,5,1066.25,No
0,1,1,2,2,2,934,No
0,0,0,0,2,2,345.75,No
3,0,1,2,1,5,1299.5,No
0,0,1,2,1,3,1081,No
3,0,0,0,2,4,1898.25,No
0,1,1,2,2,4,659.5,No
0,0,3,0,1,4,695,No
1,0,1,0,2,4,1200.25,No
3,1,1,2,1,2,1174,No
1,0,3,2,1,3,1236.75,No
1,0,3,0,3,4,378.25,No
3,0,0,0,3,2,143,No
1,0,3,1,2,4,309.75,No
3,1,1,1,2,4,813.75,No
3,1,0,2,1,2,933.5,No
1,0,3,0,1,3,157,No
0,0,1,0,1,2,1072.75,No
0,1,1,1,3,5,1157.75,No
3,0,1,1,2,5,383.75,No
0,0,1,1,2,3,1141.5,No
0,1,0,1,2,3,1081.25,Yes
3,1,1,1,3,4,1102.25,No
0,1,1,1,3,2,209,Yes
1,0,1,2,4,2,944.5,No
1,1,3,1,2,3,1119,No
1,0,0,1,2,4,1125.25,No
3,0,1,0,3,2,1256,No
1,0,3,0,4,4,957.75,No
0,1,3,1,1,1,811.5,No
3,1,3,1,2,5,226.25,No
0,1,1,1,2,4,1131.5,No
0,1,0,1,2,5,923.5,No
3,1,1,2,1,3,948.25,No
1,1,0,2,3,3,931.5,No
0,0,3,0,1,4,1200.75,No
3,0,1,1,1,5,1003.5,No
1,1,1,0,1,3,257.75,No
3,1,0,0,3,5,1018.5,No
3,1,1,1,1,3,1441.25,No
3,1,0,1,1,4,1009.5,No
3,0,1,1,2,2,858.25,No
1,1,0,0,3,4,1191.5,No
3,1,1,2,2,2,198.25,No
3,1,1,0,2,1,1004.5,No
0,0,3,1,1,4,128,No
0,1,1,1,3,4,1376.25,No
1,1,3,0,3,4,1312,No
0,0,1,1,1,3,1114.25,No
1,1,0,2,1,1,907.25,No
0,1,1,1,3,1,1260,No
0,1,3,1,3,3,1451.5,No
1,0,0,0,1,6,755.5,No
3,1,0,1,3,6,98,No
0,1,1,1,1,2,1059,No
0,0,1,2,2,3,835.25,No
0,0,1,2,1,2,947,Yes
3,0,1,0,2,3,1234.5,No
3,0,1,2,1,3,1081.75,No
0,0,1,1,1,4,1142.25,No
1,0,1,0,2,4,904.25,No
3,0,3,0,2,4,1176.25,No
