Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,Bank Accounts Open,Overdraft Protection,Credit Rating,Credit Cards Held,Homes Owned,Household Size,Own Your Home,Average Balance
369,No,Air Miles,Postcard,Low,2,No,High,4,1,4,No,1170.25
370,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1255.5
371,No,Air Miles,Letter,Low,1,No,High,1,1,3,No,1246
372,No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,911.5
373,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,885.75
374,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1101.25
375,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1018.75
376,No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1506
377,No,Points,Letter,High,1,Yes,High,1,1,3,No,922
378,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1157.75
379,Yes,Points,Postcard,Medium,1,No,High,2,1,3,No,1028.75
380,No,Points,Postcard,Medium,1,Yes,Low,2,1,2,No,1233
381,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1749.25
382,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,946.25
383,No,Points,Letter,High,1,No,Low,2,1,2,Yes,1762
384,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1180
385,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,898.5
386,No,Cash Back,Letter,High,2,No,High,2,2,4,Yes,984
387,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1100.5
388,No,Points,Letter,High,1,No,High,1,2,3,Yes,765.25
389,No,Air Miles,Letter,Medium,2,No,Low,2,1,4,Yes,1076.75
390,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,970
391,No,Air Miles,Postcard,Medium,3,No,High,1,2,4,Yes,1206
392,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,292
393,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1001
394,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,920.25
395,No,Points,Letter,Medium,1,No,High,2,2,1,Yes,925.75
396,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,673.75
397,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,996.25
398,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,5,Yes,246
399,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1135.25
400,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,929
401,No,Points,Letter,High,2,No,High,2,1,3,Yes,1241
402,No,Points,Letter,Medium,1,No,Low,2,2,5,Yes,790.75
403,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,1364.75
404,No,Points,Postcard,High,1,No,High,3,2,3,Yes,785.5
405,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1074.25
406,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1041
407,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1097
408,No,Points,Letter,Medium,1,No,High,4,1,2,Yes,1130
409,No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,1186.75
410,No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1058.5
411,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,No,1048.75
412,No,Points,Letter,High,1,No,Low,2,1,3,No,1036
413,Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,841.75
414,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,753.75
415,No,Points,Letter,Low,1,No,High,3,2,4,No,1009
416,No,Points,Postcard,High,1,No,Medium,2,1,1,No,1340
417,No,Points,Postcard,Medium,2,No,Low,4,1,3,Yes,782.75
418,No,Air Miles,Letter,High,2,No,Low,4,1,3,Yes,1162.25
419,No,Points,Letter,Medium,2,No,High,3,1,3,Yes,250.5
420,No,Points,Letter,Low,2,No,Low,2,1,4,Yes,966.75
421,No,Points,Postcard,High,1,No,High,2,1,3,No,1233.5
422,No,Points,Letter,Medium,1,No,Medium,3,1,2,No,1778.75
423,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,Yes,954.75
424,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,No,1327.25
425,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,966
426,No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,1028.25
427,No,Air Miles,Postcard,Medium,1,Yes,High,1,2,4,Yes,795.5
428,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1171.75
429,No,Cash Back,Postcard,Low,1,Yes,Low,1,2,5,No,686
430,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1094.25
431,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,107.75
432,No,Air Miles,Letter,High,1,Yes,Low,2,2,3,Yes,962.5
433,No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,783.75
434,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1255.75
435,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,1255.75
436,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1005.25
437,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,821.25
438,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,635.25
439,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1154
440,No,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,997.25
441,No,Points,Postcard,High,1,Yes,Low,1,2,5,Yes,1106.25
442,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,179.5
443,No,Points,Postcard,Medium,1,No,High,2,1,6,Yes,946.75
444,No,Points,Letter,Low,1,No,High,1,1,4,No,1096.25
445,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,279
446,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,285
447,No,Air Miles,Postcard,Medium,1,Yes,High,3,2,3,Yes,1100.5
448,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1034.75
449,No,Cash Back,Letter,High,1,Yes,Medium,1,1,4,No,1113.25
450,No,Air Miles,Postcard,High,1,Yes,High,2,1,4,No,1262.25
451,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1159
452,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,980
453,No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,1085.5
454,No,Cash Back,Letter,Low,2,No,High,1,1,2,No,812.25
455,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,237.75
456,No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,1055.5
457,No,Cash Back,Postcard,Low,1,No,Medium,2,2,2,Yes,941.25
458,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,1005
459,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1066.25
460,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1452.25
461,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,137
462,No,Points,Postcard,High,2,No,Low,3,1,3,No,781
463,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,900.75
464,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,1135
465,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1054.25
466,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1191.5
467,Yes,Cash Back,Letter,Medium,1,No,Low,3,1,4,No,938.25
468,No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,794.75
469,No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,983.25
470,No,Points,Letter,Medium,1,Yes,Low,1,1,4,No,672.5
471,No,Points,Postcard,Medium,1,No,High,3,1,5,No,956.25
472,No,Points,Postcard,Low,1,No,Medium,2,1,5,No,1179
473,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1168
474,No,Points,Postcard,High,1,No,High,3,1,4,Yes,974
475,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1071.75
476,No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,Yes,1164.5
477,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,806.75
478,Yes,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1054.75
479,No,Cash Back,Letter,High,2,No,Low,1,1,2,No,1229.5
480,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1122
481,No,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,832.25
482,No,Points,Letter,Medium,1,No,High,1,3,1,No,822
483,No,Points,Letter,Low,1,No,Medium,3,1,2,Yes,751
484,No,Air Miles,Postcard,High,1,No,Medium,3,2,4,No,1449.5
485,No,Points,Letter,High,1,No,Medium,2,1,2,Yes,1018.75
486,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,No,1262.75
487,No,Cash Back,Letter,High,2,No,Medium,3,1,6,Yes,1388
488,No,Cash Back,Postcard,High,1,Yes,Medium,3,1,5,Yes,770
489,No,Points,Letter,Low,2,No,High,2,1,3,Yes,1357.25
490,No,Points,Letter,Medium,2,No,High,3,1,5,Yes,1131.5
491,No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,No,831.5
492,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,No,1032.75
493,No,Air Miles,Letter,Low,1,No,Low,3,1,2,No,288.25
494,No,Points,Letter,Medium,1,No,Low,2,2,4,No,709
495,Yes,Points,Postcard,Medium,1,No,High,1,1,2,Yes,612.75
496,No,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1220
497,No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,1153.75
498,No,Air Miles,Postcard,High,2,Yes,High,3,1,3,Yes,1045.5
499,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1083
500,No,Cash Back,Letter,Medium,1,No,Low,2,2,2,Yes,1070.75
501,No,Cash Back,Letter,Low,2,No,Low,2,2,3,Yes,886.25
502,No,Cash Back,Letter,Low,2,No,Low,1,1,3,No,259
503,Yes,Points,Postcard,Low,1,No,Low,2,1,1,No,1215.75
504,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,258.75
505,No,Air Miles,Postcard,High,2,No,High,4,1,4,Yes,1056.25
506,No,Cash Back,Postcard,High,1,No,Medium,2,1,5,No,845
507,No,Cash Back,Letter,Medium,1,Yes,High,1,2,4,Yes,444.75
508,No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,663
509,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,820
510,No,Points,Letter,Medium,2,No,High,1,1,3,No,947.75
511,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,No,1466.75
512,No,Air Miles,Postcard,Low,1,No,Low,3,1,5,No,1405
513,No,Points,Postcard,Low,2,No,Low,2,1,4,No,1687.25
514,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,977.75
515,No,Points,Letter,Medium,1,No,Medium,1,1,4,No,1293.5
516,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1035.25
517,No,Points,Postcard,Low,1,No,High,3,2,2,No,973
518,No,Points,Postcard,Low,1,No,High,3,2,5,Yes,177.25
519,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1027.75
520,No,Air Miles,Postcard,High,1,No,High,1,1,4,No,764.75
521,No,Points,Postcard,Medium,2,No,Medium,2,1,4,No,1046.75
522,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,237.5
523,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,1325.75
524,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,865.25
525,No,Air Miles,Letter,Low,2,No,Medium,1,1,3,Yes,977
526,No,Air Miles,Postcard,High,1,No,Low,2,1,3,No,753.75
527,No,Air Miles,Letter,Medium,1,Yes,Medium,4,1,3,No,1008.75
528,No,Air Miles,Postcard,High,2,No,Medium,3,3,3,No,208.25
529,No,Points,Letter,High,1,No,High,2,1,2,No,1016.5
530,No,Air Miles,Postcard,Medium,2,No,Low,2,2,6,Yes,1039
531,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1252
532,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,Yes,816.75
533,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1066
534,Yes,Cash Back,Postcard,Low,2,Yes,Low,2,1,3,Yes,1097.5
535,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,1014.5
536,No,Points,Letter,High,2,No,High,1,1,2,Yes,1174
537,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,817
538,No,Points,Letter,High,1,No,Low,2,1,3,Yes,986.75
539,No,Points,Letter,Medium,2,No,High,1,1,3,Yes,920.25
540,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,715.75
541,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,203
542,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1245.5
543,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1173.5
544,No,Air Miles,Letter,High,1,Yes,Low,1,1,5,No,1007.25
545,No,Points,Postcard,Medium,1,No,High,1,1,5,No,308
546,No,Air Miles,Letter,Low,1,No,Medium,3,1,3,Yes,330.25
547,No,Cash Back,Letter,High,1,No,Low,2,1,4,No,370.25
548,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,No,946.5
549,No,Points,Letter,Medium,1,Yes,Low,1,1,5,No,1028.75
550,No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,274
551,No,Air Miles,Letter,Low,2,No,High,2,1,4,Yes,1021
552,No,Points,Postcard,High,1,No,High,2,1,6,Yes,255.25
553,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,No,1101
554,No,Cash Back,Postcard,Low,1,No,High,3,1,2,No,896.75
555,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,No,898.75
556,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,1070
557,No,Cash Back,Postcard,Medium,2,No,Low,3,2,4,No,1037.25
558,No,Points,Postcard,Low,1,No,High,3,1,2,Yes,1258.75
559,No,Air Miles,Letter,High,1,No,Medium,2,2,5,Yes,1351.5
560,No,Cash Back,Letter,Low,1,Yes,Low,3,1,3,Yes,1166.75
561,No,Points,Letter,Low,1,No,Medium,2,2,5,No,303
562,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,976
563,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,960.75
564,No,Cash Back,Letter,Low,3,No,Low,1,2,4,Yes,1000.25
565,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1053
566,No,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,912.5
567,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,259.5
568,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,1232.5
569,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,Yes,140.75
570,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,5,Yes,1058.25
571,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,939.75
572,No,Air Miles,Letter,Medium,1,No,Low,2,2,5,No,1059.25
573,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1042.25
574,No,Air Miles,Letter,Low,2,No,Low,2,1,2,No,755.75
575,No,Air Miles,Postcard,High,1,Yes,Low,4,1,4,No,1110.5
576,No,Points,Letter,Low,1,No,High,2,1,5,Yes,997.75
577,No,Air Miles,Postcard,High,2,No,Low,3,1,4,Yes,945.25
578,No,Points,Postcard,Medium,2,No,Medium,2,1,3,Yes,895
579,No,Air Miles,Letter,Low,1,No,Medium,2,2,4,Yes,1004.75
580,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1210.5
581,No,Cash Back,Postcard,Low,1,No,Low,2,2,3,No,953.75
582,No,Air Miles,Postcard,Low,1,No,Medium,3,1,6,Yes,930.5
583,No,Air Miles,Letter,Medium,2,No,Medium,3,1,3,No,1045.75
584,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,341.5
585,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,687
586,No,Points,Letter,Low,1,No,High,1,1,4,No,1223
587,No,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,620.5
588,Yes,Points,Postcard,High,1,No,Low,2,1,2,Yes,1126.25
589,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,956.5
590,No,Points,Letter,Medium,1,No,Low,3,1,1,Yes,251.75
591,No,Air Miles,Letter,Low,2,Yes,Low,2,1,3,Yes,1241.75
592,No,Points,Postcard,Medium,2,No,Low,2,1,3,No,112.75
593,No,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,1285.25
594,No,Cash Back,Postcard,High,1,Yes,Low,2,1,2,Yes,1062
595,No,Cash Back,Letter,High,2,No,High,2,1,4,No,1141.25
596,No,Cash Back,Letter,Medium,2,Yes,High,2,2,3,Yes,1133.5
597,No,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,1335.75
598,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,206
599,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1098.25
600,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1308
601,No,Air Miles,Postcard,High,1,No,Low,2,1,4,No,1292.25
602,No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,1147.25
603,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1035.25
604,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,850.75
605,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,675.25
606,Yes,Air Miles,Letter,High,2,Yes,Medium,1,1,4,Yes,175.75
607,No,Points,Postcard,Medium,1,Yes,Low,2,1,5,Yes,840.25
608,No,Cash Back,Letter,High,1,No,Medium,2,2,3,Yes,225.5
609,No,Cash Back,Postcard,Low,1,No,Low,2,1,2,No,1422.75
610,No,Points,Letter,Medium,1,No,High,2,2,3,Yes,735.75
611,Yes,Points,Postcard,Low,1,Yes,Low,1,1,5,No,825.5
612,No,Air Miles,Postcard,Low,2,No,Low,3,1,4,Yes,843
613,No,Air Miles,Postcard,High,2,No,Medium,3,1,3,Yes,1006.75
614,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1155
615,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,1045.5
616,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,1033.25
617,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,5,Yes,342.5
618,No,Air Miles,Letter,Medium,2,No,Low,1,1,3,Yes,833.75
619,Yes,Air Miles,Postcard,High,1,No,Low,1,2,5,Yes,259.25
620,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,1154.75
621,No,Cash Back,Postcard,Low,2,No,High,3,1,3,Yes,732.75
622,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,No,979
623,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,1092
624,No,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,1082.25
625,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,928.5
626,Yes,Air Miles,Postcard,High,1,No,Medium,2,1,3,No,985.75
627,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,1091.25
628,No,Points,Postcard,High,2,No,Medium,1,2,6,No,961.5
629,No,Cash Back,Letter,High,1,No,High,2,1,5,No,1492
630,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1206.5
631,No,Air Miles,Postcard,Low,1,No,High,2,2,4,No,869.5
632,Yes,Points,Postcard,Medium,2,No,Low,2,1,5,Yes,955.75
633,No,Air Miles,Postcard,Low,2,Yes,Low,2,1,4,No,831.5
634,No,Air Miles,Postcard,Medium,2,No,High,3,2,4,No,1351
635,Yes,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,1124
636,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1143.5
637,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,2,Yes,235.5
638,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,1014.25
639,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,1034.75
640,Yes,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,Yes,1074.75
641,No,Cash Back,Letter,High,2,No,Medium,3,1,2,Yes,1611.75
642,No,Air Miles,Letter,Low,3,No,Medium,3,1,3,No,142
643,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,3,Yes,1177.75
644,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,1169.5
645,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,1301.25
646,No,Air Miles,Letter,Medium,1,Yes,High,3,2,3,Yes,1403.25
647,No,Points,Letter,High,3,No,High,1,1,2,Yes,1113
648,No,Points,Letter,Low,2,Yes,Low,1,1,3,No,1175.25
649,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1133.75
650,No,Air Miles,Postcard,Low,2,No,High,2,1,4,Yes,164.75
651,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,1343
652,No,Points,Letter,Medium,1,No,High,3,1,3,Yes,931
653,No,Air Miles,Letter,Medium,1,No,Medium,1,2,5,No,1000.25
654,Yes,Points,Postcard,High,1,No,Low,1,1,3,Yes,1015.75
655,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,931.5
656,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1376.25
657,No,Air Miles,Letter,High,2,No,High,1,1,6,No,1186.25
658,Yes,Points,Postcard,Low,1,No,Low,2,2,3,No,970.75
659,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,1172
660,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1085
661,Yes,Cash Back,Letter,Low,2,No,Low,2,1,4,Yes,1084
662,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,178.5
663,No,Air Miles,Postcard,High,1,No,High,1,2,4,No,1664.25
664,No,Air Miles,Letter,Low,1,Yes,Medium,2,2,2,No,1021.5
665,No,Cash Back,Postcard,High,1,No,High,2,1,3,No,1047.75
666,No,Cash Back,Letter,High,1,Yes,Medium,3,2,4,Yes,984.5
667,No,Points,Postcard,Medium,1,Yes,Low,2,1,6,Yes,1489.25
668,No,Points,Letter,Medium,1,No,Low,2,1,3,No,678.25
669,No,Cash Back,Postcard,Low,3,No,Low,2,1,3,Yes,964
670,Yes,Points,Letter,Low,1,No,Low,2,1,6,Yes,140
671,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,Yes,951.25
672,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,987.25
673,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1087.75
674,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,249
675,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,903
676,No,Points,Letter,Medium,1,No,Medium,2,2,4,No,1023.5
677,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,959.75
678,No,Points,Postcard,Medium,1,No,Medium,2,1,1,No,892.75
679,No,Cash Back,Letter,High,2,No,Medium,3,1,3,No,268
680,No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,No,1073.5
681,No,Air Miles,Postcard,Medium,1,No,High,1,2,4,Yes,1127.75
682,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,308
683,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,671
684,No,Points,Postcard,Medium,1,No,Low,1,2,2,Yes,758.75
685,No,Points,Postcard,Medium,3,No,Medium,2,1,4,Yes,1228
686,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,655.75
687,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,136
688,No,Points,Postcard,Medium,1,No,High,2,1,2,No,1219.75
689,No,Points,Postcard,High,1,No,Medium,2,2,5,Yes,1312.5
690,No,Points,Postcard,High,1,Yes,High,2,1,5,Yes,844
691,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,288.5
692,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,954.75
693,No,Points,Postcard,Medium,1,No,Low,1,2,3,Yes,1195.5
694,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,850.5
695,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,1139
696,No,Points,Letter,Low,2,No,High,1,2,3,Yes,825.25
697,No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,Yes,1065.25
698,No,Air Miles,Postcard,Medium,2,Yes,Medium,2,1,4,No,926.5
699,No,Points,Postcard,Medium,1,No,High,2,1,3,No,962.25
700,No,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,642.5
701,No,Air Miles,Postcard,High,1,No,Low,2,2,5,Yes,1245.75
702,No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,927.75
703,No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,1149.25
704,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,893.25
705,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1004.75
706,No,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,932
707,No,Air Miles,Postcard,Medium,1,No,High,4,1,4,Yes,947
708,No,Points,Letter,High,1,Yes,High,2,1,4,No,841.5
709,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,247.75
710,No,Air Miles,Letter,Medium,1,No,Low,3,1,3,No,305.75
711,Yes,Cash Back,Postcard,Medium,1,No,High,3,1,3,No,978.75
712,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1232.75
713,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,719.5
714,No,Points,Postcard,Medium,1,No,Low,4,1,3,Yes,1349.75
715,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,1221.25
716,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,927.5
717,No,Air Miles,Letter,High,1,No,Low,3,1,4,No,240
718,No,Cash Back,Postcard,Low,1,No,High,3,2,4,Yes,350.75
719,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,932.75
720,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,No,980
721,Yes,Points,Letter,Medium,1,No,Low,2,1,3,No,259.75
722,No,Points,Letter,High,2,No,Medium,1,2,4,Yes,280.25
723,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1193.75
724,No,Air Miles,Postcard,Low,1,No,Medium,1,2,2,Yes,1067.75
725,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1542
726,No,Cash Back,Postcard,Medium,1,No,Low,1,2,5,No,947
727,No,Points,Postcard,Medium,2,No,Medium,2,1,3,No,738.75
728,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,5,No,1153.75
729,No,Points,Postcard,Medium,2,No,Medium,2,1,5,Yes,755.5
730,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,1309.5
731,No,Air Miles,Postcard,Low,1,No,Medium,2,1,5,Yes,962.5
732,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,762
733,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1246
734,No,Points,Postcard,Medium,2,No,Medium,1,1,2,Yes,865.25
735,No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,1341.5
736,No,Points,Letter,Low,2,No,Low,2,1,3,No,696.25
737,No,Points,Postcard,Low,1,No,Medium,1,1,3,Yes,1087
738,No,Air Miles,Postcard,High,1,No,High,1,1,3,Yes,1240
