Offer Accepted,Reward,rewardvalue,Mailer Type,mailertype,Income Level,incomelevel,Credit Rating,creditratingvalue,Credit Cards Held,Household Size,Average Balance
No,Cash Back,1,Postcard,1,Low,0,High,2,1,1,1186.75
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,1058.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,4,1048.75
No,Points,3,Letter,0,High,3,Low,0,2,3,1036
Yes,Points,3,Postcard,1,Medium,1,Low,0,1,3,841.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,753.75
No,Points,3,Letter,0,Low,0,High,2,3,4,1009
No,Points,3,Postcard,1,High,3,Medium,1,2,1,1340
No,Points,3,Postcard,1,Medium,1,Low,0,4,3,782.75
No,Air Miles,0,Letter,0,High,3,Low,0,4,3,1162.25
No,Points,3,Letter,0,Medium,1,High,2,3,3,250.5
No,Points,3,Letter,0,Low,0,Low,0,2,4,966.75
No,Points,3,Postcard,1,High,3,High,2,2,3,1233.5
No,Points,3,Letter,0,Medium,1,Medium,1,3,2,1778.75
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,3,954.75
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1327.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,5,966
No,Air Miles,0,Letter,0,Low,0,Low,0,2,5,1028.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,795.5
No,Points,3,Letter,0,Medium,1,Low,0,2,4,1171.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,5,686
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1094.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,107.75
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,962.5
No,Cash Back,1,Postcard,1,Low,0,High,2,3,5,783.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,4,1255.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,3,1255.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,1005.25
No,Points,3,Letter,0,Medium,1,High,2,2,5,821.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,2,635.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,3,1154
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,3,997.25
No,Points,3,Postcard,1,High,3,Low,0,1,5,1106.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,179.5
No,Points,3,Postcard,1,Medium,1,High,2,2,6,946.75
No,Points,3,Letter,0,Low,0,High,2,1,4,1096.25
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,279
No,Air Miles,0,Letter,0,Medium,1,High,2,1,4,285
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,3,1100.5
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,1,4,1034.75
No,Cash Back,1,Letter,0,High,3,Medium,1,1,4,1113.25
No,Air Miles,0,Postcard,1,High,3,High,2,2,4,1262.25
No,Cash Back,1,Postcard,1,High,3,High,2,1,5,1159
No,Points,3,Letter,0,Medium,1,Medium,1,1,3,980
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,6,1085.5
No,Cash Back,1,Letter,0,Low,0,High,2,1,2,812.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,237.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,3,3,1055.5
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,2,941.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,2,1005
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1066.25
No,Points,3,Letter,0,Medium,1,High,2,2,3,1452.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,137
No,Points,3,Postcard,1,High,3,Low,0,3,3,781
No,Air Miles,0,Letter,0,Low,0,Low,0,1,3,900.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,4,1135
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,3,1054.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1191.5
Yes,Cash Back,1,Letter,0,Medium,1,Low,0,3,4,938.25
No,Points,3,Letter,0,Medium,1,High,2,2,3,794.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,4,983.25
No,Points,3,Letter,0,Medium,1,Low,0,1,4,672.5
No,Points,3,Postcard,1,Medium,1,High,2,3,5,956.25
No,Points,3,Postcard,1,Low,0,Medium,1,2,5,1179
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,1168
No,Points,3,Postcard,1,High,3,High,2,3,4,974
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,3,1071.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,5,1164.5
No,Cash Back,1,Letter,0,High,3,Low,0,1,3,806.75
Yes,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,1054.75
No,Cash Back,1,Letter,0,High,3,Low,0,1,2,1229.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,1122
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,5,832.25
No,Points,3,Letter,0,Medium,1,High,2,1,1,822
No,Points,3,Letter,0,Low,0,Medium,1,3,2,751
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,4,1449.5
No,Points,3,Letter,0,High,3,Medium,1,2,2,1018.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,2,1262.75
No,Cash Back,1,Letter,0,High,3,Medium,1,3,6,1388
No,Cash Back,1,Postcard,1,High,3,Medium,1,3,5,770
No,Points,3,Letter,0,Low,0,High,2,2,3,1357.25
No,Points,3,Letter,0,Medium,1,High,2,3,5,1131.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,831.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,3,1032.75
No,Air Miles,0,Letter,0,Low,0,Low,0,3,2,288.25
No,Points,3,Letter,0,Medium,1,Low,0,2,4,709
Yes,Points,3,Postcard,1,Medium,1,High,2,1,2,612.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,1220
No,Air Miles,0,Letter,0,Medium,1,High,2,2,4,1153.75
No,Air Miles,0,Postcard,1,High,3,High,2,3,3,1045.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,3,1083
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,2,1070.75
No,Cash Back,1,Letter,0,Low,0,Low,0,2,3,886.25
No,Cash Back,1,Letter,0,Low,0,Low,0,1,3,259
Yes,Points,3,Postcard,1,Low,0,Low,0,2,1,1215.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,3,258.75
No,Air Miles,0,Postcard,1,High,3,High,2,4,4,1056.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,5,845
No,Cash Back,1,Letter,0,Medium,1,High,2,1,4,444.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,663
No,Air Miles,0,Letter,0,Low,0,High,2,2,4,820
No,Points,3,Letter,0,Medium,1,High,2,1,3,947.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,3,1466.75
No,Air Miles,0,Postcard,1,Low,0,Low,0,3,5,1405
No,Points,3,Postcard,1,Low,0,Low,0,2,4,1687.25
No,Points,3,Postcard,1,Medium,1,High,2,2,2,977.75
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1293.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,4,1035.25
No,Points,3,Postcard,1,Low,0,High,2,3,2,973
No,Points,3,Postcard,1,Low,0,High,2,3,5,177.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,1027.75
No,Air Miles,0,Postcard,1,High,3,High,2,1,4,764.75
No,Points,3,Postcard,1,Medium,1,Medium,1,2,4,1046.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,4,237.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1325.75
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,865.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,3,977
No,Air Miles,0,Postcard,1,High,3,Low,0,2,3,753.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,4,3,1008.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,3,208.25
No,Points,3,Letter,0,High,3,High,2,2,2,1016.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,6,1039
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,1252
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,4,816.75
No,Points,3,Letter,0,Medium,1,Low,0,1,4,1066
Yes,Cash Back,1,Postcard,1,Low,0,Low,0,2,3,1097.5
No,Air Miles,0,Letter,0,Low,0,Low,0,2,4,1014.5
No,Points,3,Letter,0,High,3,High,2,1,2,1174
No,Points,3,Letter,0,Medium,1,High,2,1,4,817
No,Points,3,Letter,0,High,3,Low,0,2,3,986.75
No,Points,3,Letter,0,Medium,1,High,2,1,3,920.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,715.75
No,Points,3,Postcard,1,Medium,1,Medium,1,1,2,203
No,Air Miles,0,Postcard,1,High,3,Low,0,1,5,1245.5
No,Points,3,Postcard,1,Medium,1,High,2,1,2,1173.5
No,Air Miles,0,Letter,0,High,3,Low,0,1,5,1007.25
No,Points,3,Postcard,1,Medium,1,High,2,1,5,308
No,Air Miles,0,Letter,0,Low,0,Medium,1,3,3,330.25
No,Cash Back,1,Letter,0,High,3,Low,0,2,4,370.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,4,946.5
No,Points,3,Letter,0,Medium,1,Low,0,1,5,1028.75
No,Cash Back,1,Postcard,1,Low,0,High,2,1,5,274
No,Air Miles,0,Letter,0,Low,0,High,2,2,4,1021
No,Points,3,Postcard,1,High,3,High,2,2,6,255.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,4,1101
No,Cash Back,1,Postcard,1,Low,0,High,2,3,2,896.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,898.75
Yes,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,1070
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,4,1037.25
No,Points,3,Postcard,1,Low,0,High,2,3,2,1258.75
No,Air Miles,0,Letter,0,High,3,Medium,1,2,5,1351.5
No,Cash Back,1,Letter,0,Low,0,Low,0,3,3,1166.75
No,Points,3,Letter,0,Low,0,Medium,1,2,5,303
No,Cash Back,1,Letter,0,Low,0,High,2,2,3,976
No,Points,3,Postcard,1,Low,0,Low,0,2,4,960.75
No,Cash Back,1,Letter,0,Low,0,Low,0,1,4,1000.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,1053
No,Points,3,Letter,0,Medium,1,Low,0,2,4,912.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,4,259.5
No,Points,3,Letter,0,High,3,Medium,1,1,4,1232.5
No,Cash Back,1,Postcard,1,Low,0,Medium,1,3,3,140.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,1058.25
No,Points,3,Letter,0,Medium,1,High,2,1,4,939.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,5,1059.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,5,1042.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,2,755.75
No,Air Miles,0,Postcard,1,High,3,Low,0,4,4,1110.5
No,Points,3,Letter,0,Low,0,High,2,2,5,997.75
No,Air Miles,0,Postcard,1,High,3,Low,0,3,4,945.25
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,895
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,4,1004.75
No,Points,3,Postcard,1,Low,0,High,2,2,3,1210.5
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,3,953.75
No,Air Miles,0,Postcard,1,Low,0,Medium,1,3,6,930.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,3,1045.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,2,341.5
No,Air Miles,0,Letter,0,High,3,High,2,2,3,687
No,Points,3,Letter,0,Low,0,High,2,1,4,1223
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,4,620.5
Yes,Points,3,Postcard,1,High,3,Low,0,2,2,1126.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,956.5
No,Points,3,Letter,0,Medium,1,Low,0,3,1,251.75
No,Air Miles,0,Letter,0,Low,0,Low,0,2,3,1241.75
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,112.75
No,Air Miles,0,Postcard,1,High,3,High,2,2,3,1285.25
No,Cash Back,1,Postcard,1,High,3,Low,0,2,2,1062
No,Cash Back,1,Letter,0,High,3,High,2,2,4,1141.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,1133.5
No,Air Miles,0,Postcard,1,High,3,Low,0,1,4,1335.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,2,206
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,2,1098.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,2,1308
No,Air Miles,0,Postcard,1,High,3,Low,0,2,4,1292.25
No,Air Miles,0,Letter,0,High,3,Medium,1,2,2,1147.25
No,Cash Back,1,Letter,0,Low,0,Low,0,2,4,1035.25
No,Air Miles,0,Postcard,1,Low,0,Low,0,1,3,850.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,675.25
Yes,Air Miles,0,Letter,0,High,3,Medium,1,1,4,175.75
No,Points,3,Postcard,1,Medium,1,Low,0,2,5,840.25
No,Cash Back,1,Letter,0,High,3,Medium,1,2,3,225.5
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,2,1422.75
No,Points,3,Letter,0,Medium,1,High,2,2,3,735.75
Yes,Points,3,Postcard,1,Low,0,Low,0,1,5,825.5
No,Air Miles,0,Postcard,1,Low,0,Low,0,3,4,843
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,3,1006.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1155
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1045.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,1033.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,342.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,3,833.75
Yes,Air Miles,0,Postcard,1,High,3,Low,0,1,5,259.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,4,1154.75
No,Cash Back,1,Postcard,1,Low,0,High,2,3,3,732.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,2,979
No,Points,3,Postcard,1,Medium,1,High,2,2,5,1092
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,1082.25
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,928.5
Yes,Air Miles,0,Postcard,1,High,3,Medium,1,2,3,985.75
No,Air Miles,0,Letter,0,Low,0,Low,0,2,4,1091.25
No,Points,3,Postcard,1,High,3,Medium,1,1,6,961.5
No,Cash Back,1,Letter,0,High,3,High,2,2,5,1492
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1206.5
No,Air Miles,0,Postcard,1,Low,0,High,2,2,4,869.5
Yes,Points,3,Postcard,1,Medium,1,Low,0,2,5,955.75
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,4,831.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,1351
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1124
No,Points,3,Postcard,1,Medium,1,High,2,2,4,1143.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,2,235.5
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,5,1014.25
No,Points,3,Letter,0,High,3,Medium,1,1,4,1034.75
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,1074.75
No,Cash Back,1,Letter,0,High,3,Medium,1,3,2,1611.75
No,Air Miles,0,Letter,0,Low,0,Medium,1,3,3,142
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,3,1177.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,4,1169.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,2,1301.25
No,Air Miles,0,Letter,0,Medium,1,High,2,3,3,1403.25
No,Points,3,Letter,0,High,3,High,2,1,2,1113
No,Points,3,Letter,0,Low,0,Low,0,1,3,1175.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,1133.75
No,Air Miles,0,Postcard,1,Low,0,High,2,2,4,164.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,2,1343
No,Points,3,Letter,0,Medium,1,High,2,3,3,931
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,5,1000.25
Yes,Points,3,Postcard,1,High,3,Low,0,1,3,1015.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,931.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,4,1376.25
No,Air Miles,0,Letter,0,High,3,High,2,1,6,1186.25
Yes,Points,3,Postcard,1,Low,0,Low,0,2,3,970.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,1172
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,3,1085
Yes,Cash Back,1,Letter,0,Low,0,Low,0,2,4,1084
Yes,Points,3,Postcard,1,Low,0,Low,0,2,4,178.5
No,Air Miles,0,Postcard,1,High,3,High,2,1,4,1664.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,2,1021.5
No,Cash Back,1,Postcard,1,High,3,High,2,2,3,1047.75
No,Cash Back,1,Letter,0,High,3,Medium,1,3,4,984.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,6,1489.25
No,Points,3,Letter,0,Medium,1,Low,0,2,3,678.25
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,3,964
Yes,Points,3,Letter,0,Low,0,Low,0,2,6,140
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,4,951.25
No,Points,3,Postcard,1,Low,0,Low,0,2,4,987.25
No,Points,3,Letter,0,Medium,1,Medium,1,1,3,1087.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,249
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,4,903
No,Points,3,Letter,0,Medium,1,Medium,1,2,4,1023.5
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,959.75
No,Points,3,Postcard,1,Medium,1,Medium,1,2,1,892.75
No,Cash Back,1,Letter,0,High,3,Medium,1,3,3,268
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,3,1073.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,1127.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,3,308
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,671
No,Points,3,Postcard,1,Medium,1,Low,0,1,2,758.75
No,Points,3,Postcard,1,Medium,1,Medium,1,2,4,1228
No,Points,3,Letter,0,Low,0,Low,0,2,4,655.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,3,136
No,Points,3,Postcard,1,Medium,1,High,2,2,2,1219.75
No,Points,3,Postcard,1,High,3,Medium,1,2,5,1312.5
No,Points,3,Postcard,1,High,3,High,2,2,5,844
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,288.5
No,Air Miles,0,Postcard,1,High,3,Low,0,1,3,954.75
No,Points,3,Postcard,1,Medium,1,Low,0,1,3,1195.5
No,Points,3,Letter,0,Medium,1,Low,0,2,3,850.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,1139
No,Points,3,Letter,0,Low,0,High,2,1,3,825.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1065.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,926.5
No,Points,3,Postcard,1,Medium,1,High,2,2,3,962.25
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,642.5
No,Air Miles,0,Postcard,1,High,3,Low,0,2,5,1245.75
No,Points,3,Postcard,1,Medium,1,High,2,3,3,927.75
No,Cash Back,1,Letter,0,Medium,1,High,2,1,5,1149.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,4,893.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,1004.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,5,932
No,Air Miles,0,Postcard,1,Medium,1,High,2,4,4,947
No,Points,3,Letter,0,High,3,High,2,2,4,841.5
No,Points,3,Letter,0,High,3,Medium,1,2,3,247.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,3,305.75
Yes,Cash Back,1,Postcard,1,Medium,1,High,2,3,3,978.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,1232.75
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,719.5
No,Points,3,Postcard,1,Medium,1,Low,0,4,3,1349.75
No,Cash Back,1,Postcard,1,High,3,Low,0,2,4,1221.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,4,927.5
No,Air Miles,0,Letter,0,High,3,Low,0,3,4,240
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,350.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,2,932.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,3,980
Yes,Points,3,Letter,0,Medium,1,Low,0,2,3,259.75
No,Points,3,Letter,0,High,3,Medium,1,1,4,280.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,1193.75
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,2,1067.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,1542
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,5,947
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,738.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,5,1153.75
No,Points,3,Postcard,1,Medium,1,Medium,1,2,5,755.5
No,Points,3,Letter,0,Low,0,Medium,1,2,3,1309.5
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,5,962.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,762
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,3,4,1246
No,Points,3,Postcard,1,Medium,1,Medium,1,1,2,865.25
No,Points,3,Postcard,1,Medium,1,Medium,1,2,2,1341.5
No,Points,3,Letter,0,Low,0,Low,0,2,3,696.25
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,1087
No,Air Miles,0,Postcard,1,High,3,High,2,1,3,1240
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,3,3,1002.5
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,1014.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,4,2,909
No,Cash Back,1,Postcard,1,Low,0,High,2,2,4,1059.75
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,1339.5
No,Cash Back,1,Letter,0,High,3,Low,0,1,4,1226
No,Points,3,Letter,0,High,3,Low,0,3,3,1167.25
No,Points,3,Postcard,1,Medium,1,Medium,1,4,2,1351
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,3,823.75
Yes,Cash Back,1,Postcard,1,Low,0,Medium,1,1,3,998
No,Points,3,Postcard,1,High,3,High,2,2,2,1059.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,887.5
No,Points,3,Postcard,1,Low,0,High,2,1,2,1209
Yes,Air Miles,0,Letter,0,Low,0,Medium,1,2,3,1073
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,1152.25
No,Points,3,Postcard,1,High,3,Medium,1,2,1,964.5
No,Cash Back,1,Postcard,1,High,3,High,2,2,2,952.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,4,1096.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,5,1105.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,906.75
No,Cash Back,1,Postcard,1,High,3,High,2,1,4,1143
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,3,1235.5
No,Points,3,Postcard,1,High,3,High,2,2,3,1305.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,3,3,874.25
No,Points,3,Letter,0,Medium,1,High,2,3,1,1333.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,5,313.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,198
No,Points,3,Postcard,1,High,3,Low,0,2,4,925
No,Points,3,Postcard,1,High,3,Medium,1,2,2,935.5
No,Points,3,Letter,0,Medium,1,Medium,1,1,6,128.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1206
No,Points,3,Letter,0,Medium,1,Medium,1,4,3,804
No,Cash Back,1,Letter,0,Low,0,Low,0,3,2,1115.75
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,998.75
No,Cash Back,1,Letter,0,Low,0,High,2,1,3,968.75
No,Points,3,Postcard,1,High,3,Medium,1,2,2,1190
No,Points,3,Letter,0,Medium,1,Low,0,2,5,1343
No,Air Miles,0,Letter,0,High,3,Medium,1,2,3,1158.25
No,Air Miles,0,Letter,0,Medium,1,High,2,1,3,203.75
No,Points,3,Letter,0,Medium,1,Medium,1,1,1,894.25
No,Points,3,Letter,0,Low,0,High,2,3,4,1246.5
No,Points,3,Letter,0,Medium,1,Medium,1,1,5,1157
No,Cash Back,1,Letter,0,Low,0,High,2,1,2,692.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,3,1291
No,Points,3,Postcard,1,High,3,Low,0,2,4,1045.5
No,Air Miles,0,Letter,0,Low,0,Low,0,1,4,1210.75
No,Points,3,Postcard,1,Medium,1,High,2,1,3,783.5
No,Air Miles,0,Postcard,1,High,3,High,2,1,5,1148
No,Points,3,Letter,0,Low,0,Medium,1,2,5,1211
No,Cash Back,1,Letter,0,High,3,Medium,1,1,1,807.5
No,Cash Back,1,Letter,0,High,3,Low,0,1,2,1099.75
No,Points,3,Letter,0,High,3,High,2,2,5,1135
No,Points,3,Letter,0,High,3,Medium,1,3,4,1200.25
Yes,Points,3,Postcard,1,Medium,1,Medium,1,3,4,1318.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,2,1333.75
No,Cash Back,1,Letter,0,High,3,High,2,2,4,1070.75
No,Points,3,Postcard,1,High,3,Medium,1,1,3,1054
No,Points,3,Letter,0,Medium,1,Low,0,2,3,758
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,1257.75
No,Points,3,Letter,0,Low,0,High,2,2,4,1072
No,Points,3,Postcard,1,High,3,Medium,1,2,2,700
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,2,1059.5
No,Points,3,Postcard,1,Low,0,Medium,1,1,4,832.25
No,Cash Back,1,Letter,0,Low,0,High,2,2,3,976
No,Cash Back,1,Letter,0,Low,0,High,2,2,3,116.75
No,Cash Back,1,Postcard,1,Low,0,High,2,2,2,828.25
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,3,5,1106.25
No,Cash Back,1,Letter,0,Low,0,Low,0,1,4,1000.5
No,Points,3,Letter,0,Medium,1,Medium,1,4,6,956
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,242.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1378.5
No,Points,3,Letter,0,Medium,1,High,2,2,1,1153.25
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,654
No,Cash Back,1,Postcard,1,Low,0,Low,0,3,4,1180.25
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,979.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,3,1495.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,5,1275.75
No,Points,3,Letter,0,High,3,Low,0,2,4,326.25
No,Points,3,Letter,0,High,3,High,2,2,3,1123.5
No,Air Miles,0,Postcard,1,High,3,High,2,1,4,1013.25
No,Air Miles,0,Postcard,1,High,3,High,2,2,4,777.75
