Customer Number,Offer Accepted,Reward,Mailer Type
1024,No,Air Miles,Postcard
1025,No,Air Miles,Letter
1026,No,Points,Postcard
1027,No,Points,Letter
1028,No,Points,Letter
1029,No,Cash Back,Letter
1030,No,Cash Back,Postcard
1031,No,Air Miles,Letter
1032,No,Cash Back,Letter
1033,No,Cash Back,Letter
1034,No,Cash Back,Letter
1035,No,Air Miles,Letter
1036,No,Cash Back,Letter
1037,No,Air Miles,Letter
1038,No,Cash Back,Letter
1039,No,Air Miles,Letter
1040,No,Air Miles,Postcard
1041,No,Air Miles,Letter
1042,No,Cash Back,Postcard
1043,No,Points,Letter
1044,No,Points,Letter
1045,No,Points,Letter
1046,No,Air Miles,Postcard
1047,Yes,Air Miles,Postcard
1048,No,Points,Postcard
1049,No,Cash Back,Postcard
1050,No,Cash Back,Letter
1051,No,Cash Back,Letter
1052,No,Points,Postcard
1053,No,Air Miles,Postcard
1054,No,Air Miles,Letter
1055,No,Cash Back,Postcard
1056,No,Cash Back,Letter
1057,No,Air Miles,Letter
1058,No,Cash Back,Letter
1059,No,Points,Postcard
1060,No,Air Miles,Letter
1061,No,Points,Letter
1062,No,Air Miles,Postcard
1063,Yes,Air Miles,Postcard
1064,No,Cash Back,Postcard
1065,No,Air Miles,Postcard
1066,No,Cash Back,Postcard
1067,Yes,Points,Letter
1068,No,Air Miles,Postcard
1069,No,Points,Letter
1070,No,Cash Back,Postcard
1071,No,Air Miles,Postcard
1072,No,Air Miles,Letter
1073,No,Air Miles,Postcard
1074,No,Cash Back,Letter
1075,No,Air Miles,Letter
1076,No,Points,Postcard
1077,No,Cash Back,Postcard
1078,No,Cash Back,Postcard
1079,No,Cash Back,Letter
1080,No,Points,Letter
1081,No,Cash Back,Letter
1082,No,Points,Letter
1083,No,Air Miles,Letter
1084,No,Cash Back,Letter
1085,No,Cash Back,Letter
1086,No,Air Miles,Postcard
1087,No,Points,Letter
1088,No,Points,Postcard
1089,No,Points,Postcard
1090,No,Air Miles,Postcard
1091,No,Air Miles,Letter
1092,No,Points,Letter
1093,No,Points,Letter
1094,No,Cash Back,Postcard
1095,No,Air Miles,Letter
1096,No,Points,Letter
1097,No,Points,Postcard
1098,No,Points,Postcard
1099,No,Points,Postcard
1100,No,Points,Letter
1101,No,Points,Postcard
1102,No,Cash Back,Letter
1103,No,Points,Letter
1104,No,Cash Back,Letter
1105,Yes,Air Miles,Postcard
1106,No,Points,Letter
1107,No,Points,Postcard
1108,No,Points,Postcard
1109,No,Points,Postcard
1110,No,Cash Back,Letter
1111,No,Points,Letter
1112,No,Points,Letter
1113,No,Points,Letter
1114,No,Cash Back,Letter
1115,No,Points,Letter
1116,No,Points,Postcard
1117,No,Points,Postcard
1118,No,Air Miles,Postcard
1119,No,Cash Back,Postcard
1120,No,Air Miles,Postcard
1121,No,Air Miles,Postcard
1122,No,Points,Letter
1123,No,Cash Back,Postcard
1124,No,Air Miles,Postcard
1125,No,Air Miles,Letter
1126,No,Air Miles,Postcard
1127,No,Points,Postcard
1128,No,Air Miles,Letter
1129,No,Air Miles,Postcard
1130,No,Air Miles,Postcard
1131,No,Air Miles,Postcard
1132,No,Cash Back,Letter
1133,No,Cash Back,Postcard
1134,No,Cash Back,Letter
1135,No,Points,Letter
1136,No,Air Miles,Letter
1137,No,Air Miles,Postcard
1138,No,Cash Back,Letter
1139,No,Points,Postcard
1140,No,Cash Back,Letter
1141,No,Points,Letter
1142,No,Points,Letter
1143,No,Points,Postcard
1144,No,Points,Letter
1145,No,Points,Letter
1146,No,Cash Back,Postcard
1147,No,Cash Back,Letter
1148,No,Air Miles,Postcard
1149,No,Air Miles,Postcard
1150,No,Cash Back,Letter
1151,No,Cash Back,Postcard
1152,No,Points,Postcard
1153,No,Cash Back,Letter
1154,No,Air Miles,Postcard
1155,No,Cash Back,Postcard
1156,No,Air Miles,Letter
1157,No,Points,Letter
1158,No,Points,Postcard
1159,No,Cash Back,Letter
1160,No,Points,Postcard
1161,No,Points,Postcard
1162,No,Air Miles,Postcard
1163,No,Air Miles,Postcard
1164,No,Cash Back,Letter
1165,No,Air Miles,Postcard
1166,No,Air Miles,Letter
1167,No,Points,Postcard
1168,No,Air Miles,Postcard
1169,No,Points,Letter
1170,No,Points,Postcard
1171,No,Points,Postcard
1172,No,Cash Back,Letter
1173,No,Points,Postcard
1174,No,Air Miles,Letter
1175,No,Air Miles,Letter
1176,No,Cash Back,Letter
1177,No,Cash Back,Postcard
1178,No,Cash Back,Postcard
1179,No,Air Miles,Letter
1180,No,Points,Letter
1181,No,Air Miles,Postcard
1182,No,Points,Postcard
1183,No,Air Miles,Postcard
1184,No,Cash Back,Letter
1185,No,Cash Back,Letter
1186,No,Points,Letter
1187,No,Cash Back,Letter
1188,No,Cash Back,Letter
1189,No,Air Miles,Postcard
1190,No,Points,Postcard
1191,No,Cash Back,Postcard
1192,No,Cash Back,Letter
1193,No,Points,Letter
1194,No,Cash Back,Postcard
1195,No,Air Miles,Postcard
1196,No,Air Miles,Letter
1197,No,Air Miles,Postcard
1198,No,Air Miles,Letter
1199,No,Air Miles,Letter
1200,No,Points,Postcard
1201,No,Points,Letter
1202,No,Cash Back,Letter
1203,No,Air Miles,Letter
1204,Yes,Points,Letter
1205,No,Cash Back,Postcard
1206,No,Points,Postcard
1207,No,Air Miles,Letter
1208,No,Points,Postcard
1209,No,Air Miles,Letter
1210,No,Cash Back,Postcard
1211,No,Points,Letter
1212,No,Cash Back,Postcard
1213,No,Cash Back,Letter
1214,No,Cash Back,Postcard
1215,Yes,Air Miles,Postcard
1216,No,Cash Back,Postcard
1217,No,Points,Letter
1218,No,Air Miles,Postcard
1219,No,Air Miles,Letter
1220,No,Cash Back,Postcard
1221,No,Air Miles,Postcard
1222,Yes,Cash Back,Postcard
1223,No,Points,Postcard
1224,No,Air Miles,Letter
1225,No,Cash Back,Letter
1226,No,Points,Postcard
1227,No,Cash Back,Postcard
1228,No,Points,Letter
1229,No,Air Miles,Postcard
1230,No,Points,Postcard
1231,No,Air Miles,Letter
1232,No,Points,Postcard
1233,No,Cash Back,Postcard
1234,No,Cash Back,Postcard
1235,No,Points,Postcard
1236,No,Air Miles,Letter
1237,No,Points,Postcard
1238,No,Cash Back,Letter
1239,No,Points,Postcard
1240,No,Points,Letter
1241,No,Air Miles,Postcard
1242,No,Cash Back,Letter
1243,No,Points,Letter
1244,No,Air Miles,Postcard
1245,No,Points,Letter
1246,No,Cash Back,Letter
1247,No,Cash Back,Letter
1248,No,Cash Back,Letter
1249,No,Cash Back,Letter
1250,No,Cash Back,Letter
1251,No,Air Miles,Postcard
1252,No,Cash Back,Letter
1253,No,Cash Back,Letter
1254,Yes,Air Miles,Letter
1255,No,Points,Postcard
1256,No,Cash Back,Postcard
1257,No,Points,Letter
1258,No,Points,Letter
1259,No,Cash Back,Postcard
1260,No,Air Miles,Letter
1261,No,Air Miles,Letter
1262,No,Cash Back,Postcard
1263,No,Cash Back,Postcard
1264,No,Points,Letter
1265,No,Cash Back,Letter
1266,Yes,Points,Letter
1267,Yes,Air Miles,Letter
1268,No,Cash Back,Letter
1269,No,Points,Postcard
1270,No,Air Miles,Letter
1271,No,Air Miles,Letter
1272,No,Cash Back,Letter
1273,No,Air Miles,Letter
1274,No,Cash Back,Letter
1275,Yes,Points,Postcard
1276,No,Cash Back,Postcard
1277,No,Points,Letter
1278,No,Points,Letter
1279,No,Cash Back,Letter
1280,No,Air Miles,Postcard
1281,No,Cash Back,Postcard
1282,No,Air Miles,Letter
1283,No,Air Miles,Postcard
1284,No,Air Miles,Postcard
1285,No,Cash Back,Postcard
1286,Yes,Cash Back,Postcard
1287,Yes,Air Miles,Postcard
1288,No,Cash Back,Letter
1289,Yes,Cash Back,Postcard
1290,No,Points,Postcard
1291,No,Air Miles,Postcard
1292,No,Points,Postcard
1293,No,Air Miles,Postcard
1294,No,Points,Letter
1295,No,Cash Back,Postcard
1296,No,Air Miles,Letter
1297,Yes,Cash Back,Postcard
1298,No,Points,Postcard
1299,No,Points,Letter
1300,Yes,Air Miles,Letter
1301,Yes,Cash Back,Postcard
1302,No,Points,Letter
1303,No,Cash Back,Postcard
1304,No,Points,Postcard
1305,No,Cash Back,Letter
1306,No,Air Miles,Postcard
1307,No,Cash Back,Letter
1308,No,Points,Postcard
1309,No,Points,Postcard
1310,No,Points,Postcard
1311,No,Air Miles,Letter
1312,No,Cash Back,Letter
1313,Yes,Points,Postcard
1314,No,Cash Back,Letter
1315,No,Cash Back,Letter
1316,No,Cash Back,Postcard
1317,No,Air Miles,Letter
1318,No,Air Miles,Postcard
1319,No,Air Miles,Letter
1320,No,Points,Letter
1321,No,Points,Letter
1322,No,Cash Back,Letter
1323,No,Cash Back,Postcard
1324,No,Points,Letter
1325,No,Air Miles,Letter
1326,No,Cash Back,Letter
1327,No,Air Miles,Postcard
1328,No,Air Miles,Letter
1329,No,Cash Back,Postcard
1330,No,Air Miles,Letter
1331,No,Air Miles,Postcard
1332,No,Cash Back,Letter
1333,No,Air Miles,Postcard
1334,No,Points,Postcard
1335,No,Cash Back,Postcard
1336,No,Points,Postcard
1337,No,Cash Back,Letter
1338,No,Cash Back,Postcard
1339,No,Air Miles,Letter
1340,No,Cash Back,Letter
1341,No,Cash Back,Postcard
1342,No,Air Miles,Letter
1343,No,Air Miles,Letter
1344,No,Cash Back,Postcard
1345,No,Points,Letter
1346,No,Points,Postcard
1347,No,Points,Letter
1348,Yes,Air Miles,Postcard
1349,No,Air Miles,Postcard
1350,No,Points,Letter
1351,No,Cash Back,Postcard
1352,No,Air Miles,Postcard
1353,No,Points,Letter
1354,No,Points,Postcard
1355,No,Cash Back,Letter
1356,No,Air Miles,Letter
1357,No,Points,Postcard
1358,No,Cash Back,Postcard
1359,No,Air Miles,Postcard
1360,No,Cash Back,Postcard
1361,No,Points,Letter
1362,No,Air Miles,Letter
1363,No,Air Miles,Postcard
1364,No,Points,Letter
1365,No,Points,Letter
1366,No,Points,Letter
1367,No,Points,Postcard
1368,No,Cash Back,Letter
1369,No,Cash Back,Letter
1370,No,Points,Letter
1371,No,Cash Back,Postcard
1372,No,Air Miles,Postcard
1373,No,Points,Postcard
1374,No,Air Miles,Postcard
1375,No,Cash Back,Postcard
1376,No,Points,Letter
1377,No,Air Miles,Postcard
1378,No,Air Miles,Postcard
1379,No,Air Miles,Letter
1380,No,Cash Back,Letter
1381,No,Cash Back,Postcard
1382,No,Cash Back,Letter
1383,No,Air Miles,Postcard
1384,No,Air Miles,Letter
1385,No,Cash Back,Letter
1386,No,Points,Letter
1387,Yes,Points,Postcard
1388,No,Cash Back,Letter
1389,No,Cash Back,Letter
1390,No,Points,Letter
1391,No,Points,Letter
1392,No,Air Miles,Letter
1393,No,Cash Back,Postcard
1394,No,Cash Back,Letter
1395,No,Cash Back,Letter
1396,No,Points,Letter
1397,No,Air Miles,Letter
1398,No,Air Miles,Letter
1399,Yes,Cash Back,Postcard
1400,No,Cash Back,Postcard
1401,No,Air Miles,Postcard
1402,No,Cash Back,Letter
1403,No,Points,Letter
1404,No,Cash Back,Letter
1405,No,Cash Back,Postcard
1406,No,Air Miles,Postcard
1407,No,Points,Postcard
1408,No,Cash Back,Postcard
1409,No,Cash Back,Letter
1410,No,Cash Back,Letter
1411,No,Cash Back,Postcard
1412,No,Air Miles,Letter
1413,No,Air Miles,Letter
1414,No,Air Miles,Letter
1415,No,Points,Letter
1416,No,Cash Back,Letter
1417,Yes,Points,Letter
1418,No,Points,Letter
1419,No,Points,Postcard
1420,No,Air Miles,Letter
1421,No,Cash Back,Postcard
1422,No,Points,Postcard
1423,No,Air Miles,Postcard
1424,No,Cash Back,Postcard
1425,Yes,Cash Back,Postcard
1426,No,Points,Postcard
1427,No,Points,Letter
1428,No,Air Miles,Postcard
1429,No,Cash Back,Letter
1430,No,Points,Letter
1431,No,Cash Back,Letter
1432,No,Cash Back,Postcard
1433,No,Air Miles,Letter
1434,No,Cash Back,Letter
1435,No,Air Miles,Letter
1436,No,Points,Postcard
1437,No,Points,Postcard
1438,Yes,Points,Postcard
1439,No,Points,Postcard
1440,No,Air Miles,Postcard
1441,No,Cash Back,Letter
1442,No,Air Miles,Letter
1443,No,Cash Back,Letter
1444,No,Points,Postcard
1445,No,Cash Back,Letter
1446,No,Cash Back,Postcard
1447,No,Air Miles,Postcard
1448,No,Points,Letter
1449,No,Points,Postcard
1450,No,Air Miles,Letter
1451,No,Air Miles,Letter
1452,Yes,Air Miles,Letter
1453,No,Cash Back,Letter
1454,No,Cash Back,Postcard
1455,No,Points,Letter
1456,No,Points,Letter
1457,No,Cash Back,Letter
1458,No,Air Miles,Postcard
1459,No,Points,Letter
1460,No,Points,Postcard
1461,No,Cash Back,Postcard
1462,No,Cash Back,Letter
1463,No,Cash Back,Letter
1464,No,Cash Back,Postcard
1465,No,Air Miles,Letter
1466,No,Points,Letter
1467,No,Air Miles,Postcard
1468,No,Air Miles,Letter
1469,No,Cash Back,Postcard
1470,No,Air Miles,Postcard
1471,No,Points,Letter
1472,No,Air Miles,Letter
1473,No,Air Miles,Postcard
1474,No,Air Miles,Postcard
1475,No,Air Miles,Letter
1476,No,Points,Letter
1477,No,Air Miles,Letter
1478,No,Points,Letter
1479,No,Air Miles,Postcard
1480,No,Air Miles,Letter
1481,No,Cash Back,Letter
1482,No,Points,Postcard
1483,No,Cash Back,Letter
1484,No,Cash Back,Letter
1485,No,Points,Letter
1486,No,Cash Back,Letter
1487,No,Points,Postcard
1488,No,Points,Postcard
1489,No,Cash Back,Letter
1490,No,Air Miles,Letter
1491,No,Air Miles,Postcard
1492,No,Points,Letter
1493,No,Air Miles,Letter
1494,Yes,Air Miles,Postcard
1495,No,Points,Postcard
1496,Yes,Air Miles,Postcard
1497,No,Cash Back,Letter
1498,No,Cash Back,Postcard
1499,No,Cash Back,Letter
1500,No,Points,Letter
1501,No,Cash Back,Letter
1502,No,Air Miles,Postcard
1503,No,Points,Postcard
1504,No,Air Miles,Postcard
1505,No,Air Miles,Postcard
1506,No,Points,Postcard
1507,No,Cash Back,Postcard
1508,No,Air Miles,Letter
1509,No,Points,Letter
1510,No,Cash Back,Postcard
1511,No,Points,Postcard
1512,No,Points,Postcard
1513,No,Points,Postcard
1514,No,Points,Letter
1515,No,Cash Back,Postcard
1516,No,Points,Postcard
1517,No,Points,Postcard
1518,No,Air Miles,Letter
1519,No,Air Miles,Postcard
1520,No,Cash Back,Postcard
1521,No,Air Miles,Letter
1522,No,Cash Back,Postcard
1523,No,Air Miles,Postcard
1524,No,Air Miles,Postcard
1525,No,Cash Back,Letter
1526,No,Points,Postcard
1527,No,Air Miles,Postcard
1528,No,Air Miles,Letter
1529,Yes,Air Miles,Letter
1530,No,Points,Letter
1531,No,Points,Letter
1532,No,Air Miles,Letter
1533,No,Cash Back,Letter
1534,No,Points,Letter
1535,No,Cash Back,Postcard
1536,No,Points,Postcard
1537,No,Air Miles,Postcard
1538,No,Air Miles,Letter
1539,No,Points,Postcard
1540,No,Points,Letter
1541,No,Cash Back,Letter
1542,No,Air Miles,Postcard
1543,No,Points,Postcard
1544,No,Air Miles,Letter
1545,No,Air Miles,Postcard
1546,No,Cash Back,Letter
1547,Yes,Air Miles,Letter
1548,No,Points,Letter
1549,No,Air Miles,Letter
1550,No,Air Miles,Letter
1551,No,Cash Back,Postcard
1552,No,Air Miles,Postcard
1553,No,Cash Back,Postcard
1554,No,Air Miles,Postcard
1555,No,Cash Back,Postcard
1556,No,Air Miles,Letter
1557,No,Cash Back,Letter
1558,No,Points,Letter
1559,No,Points,Letter
1560,No,Air Miles,Postcard
1561,No,Points,Postcard
1562,No,Points,Letter
1563,No,Points,Postcard
1564,No,Points,Postcard
1565,No,Points,Letter
1566,No,Points,Postcard
1567,No,Air Miles,Letter
1568,No,Air Miles,Letter
1569,No,Cash Back,Postcard
1570,No,Air Miles,Letter
1571,Yes,Air Miles,Letter
1572,No,Points,Letter
1573,No,Points,Postcard
1574,No,Air Miles,Postcard
1575,No,Air Miles,Postcard
1576,No,Points,Letter
1577,No,Points,Letter
1578,No,Points,Letter
1579,No,Points,Postcard
1580,No,Cash Back,Postcard
1581,No,Cash Back,Letter
1582,No,Cash Back,Postcard
1583,No,Cash Back,Letter
1584,No,Points,Postcard
1585,No,Cash Back,Postcard
1586,Yes,Air Miles,Postcard
1587,No,Air Miles,Postcard
1588,No,Points,Postcard
1589,No,Air Miles,Letter
1590,No,Points,Postcard
1591,No,Air Miles,Postcard
1592,No,Cash Back,Letter
1593,No,Points,Postcard
1594,No,Points,Postcard
1595,Yes,Points,Letter
1596,No,Air Miles,Letter
1597,No,Air Miles,Letter
1598,No,Cash Back,Postcard
1599,No,Points,Letter
1600,No,Air Miles,Letter
1601,No,Cash Back,Letter
1602,No,Points,Letter
1603,No,Points,Letter
1604,No,Air Miles,Postcard
1605,No,Air Miles,Postcard
1606,No,Points,Letter
1607,No,Cash Back,Letter
1608,No,Air Miles,Postcard
1609,No,Cash Back,Letter
1610,No,Air Miles,Postcard
1611,No,Points,Letter
1612,No,Air Miles,Postcard
1613,No,Cash Back,Postcard
1614,No,Cash Back,Postcard
1615,No,Air Miles,Postcard
1616,No,Points,Postcard
1617,No,Air Miles,Letter
1618,No,Air Miles,Postcard
1619,Yes,Air Miles,Postcard
1620,No,Points,Postcard
1621,No,Points,Postcard
1622,No,Air Miles,Postcard
1623,No,Cash Back,Letter
1624,No,Points,Letter
1625,No,Air Miles,Letter
1626,No,Air Miles,Postcard
1627,No,Points,Postcard
1628,No,Air Miles,Letter
1629,No,Cash Back,Letter
1630,No,Points,Postcard
1631,No,Air Miles,Postcard
1632,No,Points,Postcard
1633,No,Cash Back,Letter
1634,No,Cash Back,Postcard
1635,No,Points,Postcard
1636,No,Points,Postcard
1637,No,Air Miles,Letter
1638,No,Cash Back,Letter
1639,No,Cash Back,Letter
1640,No,Points,Postcard
1641,No,Points,Letter
1642,No,Cash Back,Letter
1643,No,Air Miles,Postcard
1644,No,Air Miles,Postcard
1645,No,Points,Postcard
1646,No,Air Miles,Letter
1647,No,Points,Postcard
1648,No,Air Miles,Letter
1649,No,Points,Postcard
1650,No,Cash Back,Postcard
1651,No,Points,Letter
1652,No,Cash Back,Letter
1653,No,Cash Back,Letter
1654,No,Air Miles,Letter
1655,No,Air Miles,Letter
1656,No,Air Miles,Postcard
1657,No,Cash Back,Postcard
1658,No,Air Miles,Postcard
1659,Yes,Points,Letter
1660,No,Points,Postcard
1661,No,Points,Postcard
1662,No,Cash Back,Letter
1663,No,Air Miles,Letter
1664,No,Air Miles,Postcard
1665,No,Air Miles,Letter
1666,No,Points,Postcard
1667,No,Air Miles,Postcard
1668,No,Cash Back,Postcard
1669,No,Air Miles,Postcard
1670,No,Air Miles,Letter
1671,No,Air Miles,Postcard
1672,No,Air Miles,Letter
1673,No,Air Miles,Postcard
1674,No,Air Miles,Postcard
1675,No,Points,Letter
1676,No,Air Miles,Letter
1677,No,Air Miles,Letter
1678,No,Points,Letter
1679,No,Air Miles,Postcard
1680,No,Air Miles,Postcard
1681,No,Air Miles,Letter
1682,No,Cash Back,Letter
1683,Yes,Air Miles,Postcard
1684,No,Air Miles,Postcard
1685,No,Cash Back,Letter
1686,No,Cash Back,Postcard
1687,No,Cash Back,Letter
1688,No,Air Miles,Postcard
1689,No,Air Miles,Postcard
1690,No,Cash Back,Postcard
1691,No,Cash Back,Letter
1692,No,Air Miles,Letter
1693,No,Points,Postcard
1694,No,Cash Back,Letter
1695,No,Points,Letter
1696,No,Cash Back,Letter
1697,No,Points,Letter
1698,No,Cash Back,Letter
1699,No,Cash Back,Postcard
1700,No,Air Miles,Postcard
1701,No,Air Miles,Postcard
1702,No,Cash Back,Postcard
1703,No,Points,Postcard
1704,Yes,Air Miles,Letter
1705,No,Air Miles,Postcard
1706,No,Cash Back,Letter
1707,No,Cash Back,Letter
1708,No,Air Miles,Postcard
1709,No,Cash Back,Letter
1710,No,Cash Back,Letter
1711,No,Air Miles,Postcard
1712,No,Air Miles,Postcard
1713,No,Air Miles,Postcard
1714,No,Cash Back,Letter
1715,No,Air Miles,Letter
1716,No,Cash Back,Letter
1717,No,Air Miles,Postcard
1718,No,Cash Back,Postcard
1719,No,Cash Back,Letter
1720,No,Points,Postcard
1721,No,Points,Postcard
1722,Yes,Cash Back,Letter
1723,No,Air Miles,Postcard
1724,No,Air Miles,Letter
1725,No,Air Miles,Letter
1726,No,Cash Back,Letter
1727,No,Points,Letter
1728,Yes,Air Miles,Postcard
1729,No,Points,Letter
1730,No,Cash Back,Postcard
1731,No,Cash Back,Letter
1732,No,Air Miles,Letter
1733,No,Cash Back,Postcard
1734,No,Air Miles,Postcard
1735,No,Air Miles,Letter
1736,No,Cash Back,Letter
1737,No,Cash Back,Postcard
1738,Yes,Air Miles,Postcard
1739,No,Cash Back,Letter
1740,No,Air Miles,Letter
1741,No,Air Miles,Postcard
1742,No,Air Miles,Postcard
1743,No,Cash Back,Letter
1744,No,Air Miles,Letter
1745,Yes,Air Miles,Postcard
1746,No,Points,Letter
1747,No,Air Miles,Letter
1748,No,Cash Back,Postcard
1749,No,Air Miles,Letter
1750,No,Air Miles,Postcard
1751,No,Cash Back,Letter
1752,No,Cash Back,Letter
1753,No,Air Miles,Letter
1754,No,Cash Back,Postcard
1755,No,Air Miles,Postcard
1756,No,Points,Letter
1757,No,Cash Back,Letter
1758,No,Air Miles,Letter
1759,Yes,Points,Letter
1760,No,Points,Letter
1761,Yes,Cash Back,Postcard
1762,No,Points,Letter
1763,No,Cash Back,Letter
1764,No,Air Miles,Postcard
1765,No,Cash Back,Postcard
1766,No,Air Miles,Postcard
1767,Yes,Air Miles,Letter
