Customer Number,Income Level,Credit Rating,Credit Cards Held,Household Size,Average Balance
858,High,Medium,2,4,251
859,Medium,Low,3,3,1111.25
860,Medium,Medium,1,2,886.5
861,Low,Medium,1,3,859.25
862,High,Low,1,4,161
863,Medium,Low,2,4,945
864,Low,Medium,1,2,322.75
865,Medium,Medium,2,2,1380
866,Low,Low,2,4,1250
867,Medium,Medium,2,3,1267.75
868,High,High,2,4,795.75
869,Medium,Medium,3,2,906.5
870,Low,High,2,4,1682.5
871,Medium,Medium,1,3,230.75
872,Low,Low,2,2,1031.75
873,Medium,Medium,1,4,793.75
874,Medium,Low,2,4,812.25
875,Medium,High,2,2,761.25
876,Low,High,2,3,1107.5
877,Low,Low,1,4,848.75
878,High,Medium,1,3,771
879,Low,Medium,2,3,1101.5
880,Medium,Medium,1,3,864.75
881,Medium,Low,1,4,1411.5
882,High,Medium,2,5,1264.25
883,High,High,2,4,904
884,Medium,Medium,2,3,301
885,High,Medium,3,4,821.25
886,Low,High,2,3,1111.75
887,Medium,Medium,2,4,1043.75
888,Medium,Medium,3,4,1043
889,Low,Medium,2,4,1104.25
890,Medium,Low,1,5,1145.75
891,Low,High,1,4,1154.5
892,High,High,2,4,1157.25
893,Medium,Medium,1,1,165.5
894,Medium,High,3,4,253.5
895,Medium,Low,1,2,237
896,High,Low,2,3,1149.5
897,Low,Low,1,3,1076.5
898,Low,Medium,3,3,1021
899,Medium,Medium,1,3,971.25
900,High,Low,2,6,275.75
901,High,Low,1,4,1083
902,Medium,Medium,3,3,246.75
903,Medium,Medium,2,3,750
904,Medium,Low,2,4,734.5
905,High,High,3,5,1193
906,High,Medium,3,4,1273.5
907,Medium,High,1,4,219.25
908,Medium,High,1,3,1251.75
909,Medium,Low,4,2,785.25
910,Low,High,2,4,1116
911,Medium,High,2,3,786.25
912,Medium,Medium,2,4,967
913,High,Medium,3,4,1085.25
914,Medium,Low,2,3,1088.25
915,Medium,Medium,1,5,1102
916,Low,High,1,3,1556
917,Medium,Medium,1,5,1230
918,Low,Medium,1,3,1052.5
919,Low,High,3,4,954.5
920,Low,Medium,3,2,1161.25
921,Low,High,4,3,1682.5
922,Low,Low,2,4,995.5
923,Medium,Low,1,3,241.75
924,High,Low,2,5,1082.5
925,Medium,High,2,5,290.25
926,Medium,Medium,2,2,307.5
927,Medium,Medium,1,3,756.25
928,Medium,Low,4,3,1176
929,Low,High,2,4,206.75
930,Low,Low,2,4,1283
931,Low,Low,1,3,913
932,Medium,High,1,2,1132.25
933,Low,Medium,2,4,958.5
934,High,Low,1,4,316.25
935,Medium,High,2,3,1086.75
936,Medium,Medium,2,4,1238.75
937,High,High,2,4,1284.75
938,High,Medium,2,4,859.75
939,Medium,Low,2,4,946.25
940,Low,Low,1,5,690.25
941,Low,High,3,3,1142.25
942,High,High,1,4,1359.5
943,Medium,High,4,5,953.75
944,Medium,High,2,5,1700.5
945,Medium,Medium,1,3,285.5
946,Medium,High,1,2,1140
947,Medium,Low,2,4,975
948,Medium,Low,2,5,786.25
949,Medium,High,1,1,782
950,Medium,High,2,3,1012.5
951,Medium,High,3,4,754.25
952,Medium,Low,2,5,1302.25
953,High,Low,3,3,1116.25
954,Medium,Low,4,2,1245.75
955,Low,Medium,1,3,775.75
956,High,Medium,2,4,1073.75
957,High,High,3,4,1175.75
958,Medium,High,1,5,1120.25
959,Medium,Medium,1,2,853.75
960,High,Low,2,3,1006.75
961,Low,High,2,3,1045.25
962,Medium,Low,2,4,319.5
963,Low,Low,2,2,786.5
964,High,Medium,2,3,988
965,High,Medium,2,3,1109
966,Medium,Medium,2,5,854.25
967,Medium,Medium,2,3,1266
968,High,High,3,3,1018
969,Medium,Low,3,4,992.5
970,High,High,2,6,291.25
971,Medium,High,1,3,1212.5
972,Low,Medium,3,1,1228.25
973,Medium,Low,1,2,1053.5
974,Medium,High,1,3,896.75
975,Medium,Low,2,3,275.75
976,Low,High,2,1,328.75
977,Medium,Medium,2,4,772.25
978,High,Medium,3,2,1032.5
979,Medium,High,1,5,1024.75
980,High,Medium,1,4,821.25
981,Medium,High,1,2,162.5
982,High,High,3,2,1168
983,Medium,Medium,2,3,1819.25
984,High,Medium,2,5,1109.25
985,Low,High,1,3,1092.25
986,Medium,Medium,2,5,1109.75
987,Low,High,1,3,234.5
988,High,Low,2,4,1046.5
989,Medium,Low,1,3,1682.75
990,Low,Low,2,3,1462.5
991,Medium,High,2,5,1157.75
992,Medium,Low,4,4,1294.5
993,Medium,Low,2,4,1009.75
994,Medium,High,3,5,880
995,High,High,2,3,833
996,Medium,High,1,4,219.5
997,High,High,1,2,817.75
998,Low,Low,1,3,1666
999,Medium,Low,3,2,334.75
1000,Medium,Low,3,4,996.75
1001,Medium,Low,3,3,832.75
1002,High,Medium,3,2,944
1003,High,High,2,4,914.75
1004,Low,Medium,1,2,993.25
1005,Medium,High,2,2,1125.25
1006,Low,Medium,3,5,975.75
1007,Medium,High,2,2,977.25
1008,Medium,High,1,2,869.5
1009,Medium,Medium,2,5,1062.25
1010,Low,Medium,3,4,1200.25
1011,Medium,Medium,2,4,1247.25
1012,Low,Low,1,2,255.25
1013,High,Low,2,5,1290.5
1014,Low,Medium,1,4,1163.5
1015,Medium,Low,3,2,1136
1016,Medium,Medium,2,3,1060
1017,Medium,Low,3,5,936
1018,Medium,High,2,2,1102
1019,High,Low,2,4,851
1020,Medium,Medium,1,3,1471.25
1021,Low,Medium,1,2,785.5
1022,Low,Medium,1,3,736.75
1023,Medium,High,2,3,305.75
1024,Medium,High,1,4,1033.75
1025,Medium,Low,3,3,856.75
1026,Medium,Low,2,3,933.25
1027,Medium,Low,2,4,1134.5
1028,Medium,Low,1,2,157
1029,Medium,Medium,2,3,1484.25
1030,Medium,Medium,2,2,1058.25
1031,Medium,Medium,3,2,247.75
1032,High,Low,2,3,1688.75
1033,Medium,Medium,2,4,1134.75
1034,High,Medium,1,4,1104.25
1035,Low,High,2,2,1253
1036,Medium,High,2,3,1135.25
1037,High,Medium,1,3,979
1038,Low,High,2,3,956
1039,Low,Low,1,3,755.75
1040,Low,Medium,2,5,1261.75
1041,High,Low,2,3,798.75
1042,Medium,High,2,3,985.5
1043,Medium,High,2,3,1235.25
1044,Medium,High,2,2,1418.25
1045,Medium,Low,2,3,1794.25
1046,Low,Low,3,5,767.75
1047,Medium,Medium,1,3,808
1048,Medium,High,2,3,270.25
1049,Medium,Low,1,4,697.25
1050,Medium,High,2,4,1058.5
1051,Medium,High,1,3,1024.75
1052,Medium,High,2,4,1070
1053,Medium,Medium,2,4,178
1054,Medium,Low,3,3,653.25
1055,High,Low,1,3,303.5
1056,Medium,Medium,1,2,211.75
1057,Low,Medium,1,4,1095.75
1058,High,Low,2,3,1107.75
1059,High,High,3,2,623.25
1060,Medium,Low,2,5,830
1061,Medium,High,2,4,1224.5
1062,High,Medium,2,4,1070
1063,High,Low,1,4,1069.75
1064,High,Low,3,2,858.25
1065,High,Medium,2,4,1234
1066,Medium,Medium,1,6,1027.5
1067,Low,Low,1,6,1105
1068,Low,Medium,1,4,1450
1069,Medium,Low,2,4,721.75
1070,High,Low,2,3,935.25
1071,High,High,2,2,1116.5
1072,Medium,Low,2,5,1173.25
1073,Medium,Medium,2,4,1440.25
1074,Low,High,2,1,1090.25
1075,Medium,Low,3,3,807.5
1076,Medium,Low,4,3,227.75
1077,High,High,2,2,1192.25
1078,Low,Low,2,5,221
1079,Low,Low,1,3,946
1080,Low,Medium,2,2,1078.25
1081,Medium,Medium,1,2,241.75
1082,Medium,Medium,4,4,1202.25
1083,Medium,Medium,4,3,345.25
1084,Medium,Low,3,4,1193.75
1085,High,High,2,4,1228
1086,Low,Medium,3,3,1051.75
1087,Low,High,1,5,1024.25
1088,Medium,Medium,2,4,1225.25
1089,High,Low,2,3,1172.75
1090,Medium,Low,1,3,1190.25
1091,Medium,Medium,2,4,1827
1092,Medium,Medium,2,1,1164.5
1093,Medium,High,3,3,993
1094,Low,High,3,3,693.5
1095,Medium,Medium,2,3,1029.5
1096,Medium,Medium,2,3,1118
1097,Medium,Low,2,5,122
1098,High,Medium,2,2,774.5
1099,Medium,Medium,2,3,775.75
1100,High,Low,1,2,1114
1101,Low,Medium,1,6,954
1102,High,Low,2,3,764.75
1103,Low,Medium,2,2,1006
1104,High,Medium,2,3,860.5
1105,Medium,High,2,3,1185
1106,Medium,Low,1,4,1149
1107,Medium,High,2,4,926.75
1108,Medium,High,2,5,168.5
1109,High,Medium,2,2,296.75
1110,Medium,Medium,1,4,1035.25
1111,Medium,Low,1,1,1224.25
1112,High,Medium,2,4,854.25
1113,Medium,Low,1,5,1084
1114,Medium,Medium,2,4,872.25
1115,Medium,Medium,2,4,1005
1116,Low,Medium,1,3,880.75
1117,Low,High,1,3,1243.75
1118,Medium,High,2,3,1103.5
1119,Medium,Medium,2,2,815.5
1120,Medium,High,2,6,1039.25
1121,Low,High,1,4,214.75
1122,Low,Low,2,4,1034.25
1123,Medium,High,2,4,1279
1124,High,High,2,2,1200.5
1125,Low,Medium,1,4,1079.5
1126,Medium,High,2,5,1142.25
1127,Medium,High,2,2,1062.5
1128,Medium,Medium,2,4,1239.25
1129,Medium,Medium,1,2,1149.25
1130,High,Medium,2,5,1327.75
1131,Medium,Medium,2,3,862.75
1132,Low,High,1,3,1118
1133,High,High,2,2,1201
1134,Low,High,3,5,1131
1135,Medium,Low,1,2,1813
1136,Medium,Low,1,3,213.25
1137,High,Low,1,4,1045.5
1138,Medium,High,1,5,1030.25
1139,Medium,High,2,1,1838.25
1140,Medium,Medium,1,4,1092.75
1141,Medium,Low,1,3,185.25
1142,Medium,Low,4,4,1102
1143,Medium,Medium,2,2,1032.75
1144,High,Medium,1,5,1065.75
1145,Medium,High,2,5,1070
1146,Medium,High,2,2,1302
1147,High,High,1,3,1330
1148,Medium,High,2,2,883
1149,Medium,Medium,1,4,206.25
1150,Medium,Low,2,4,1111.5
1151,High,High,2,4,1056.25
1152,Low,Medium,1,4,214.25
1153,Medium,High,1,4,1186
1154,Medium,High,1,4,952
1155,Low,Low,2,2,962.75
1156,High,Low,1,2,1042.5
1157,Medium,Medium,2,5,1706.5
1158,Medium,High,2,2,1113.75
1159,High,High,2,3,570
1160,Medium,High,2,2,970.25
1161,Low,Medium,2,3,995.25
1162,Medium,Low,2,3,909.75
1163,Medium,Medium,2,4,1079.25
1164,Medium,High,3,4,1073.25
1165,Low,Medium,2,4,1745.25
1166,Low,Medium,3,2,1150
1167,Medium,Medium,1,3,945
1168,Medium,Medium,3,4,268.25
1169,Medium,High,1,2,848
1170,High,Low,1,4,811.5
1171,Low,Low,1,3,791.25
1172,Medium,High,1,5,990.75
1173,High,Medium,1,3,1064.5
1174,Low,Medium,3,1,1470
1175,High,Low,1,4,761.75
1176,High,High,3,5,1125.75
1177,Medium,Low,2,2,884
1178,Low,Low,2,2,1329.25
1179,Medium,High,1,2,853
1180,Medium,Medium,3,3,1491.25
1181,High,Medium,1,5,1090.75
1182,Medium,Low,2,3,991.5
1183,Medium,High,2,3,1077
1184,Medium,High,2,4,1033
1185,Medium,Low,1,4,1284.5
1186,Low,High,1,4,1332
1187,Medium,Low,1,6,879
1188,Medium,Low,1,4,191
1189,Medium,Low,1,3,1189.25
1190,Low,Medium,2,3,1099.5
1191,High,Low,1,2,1097.5
1192,High,Low,1,4,1293.5
1193,Medium,Low,3,2,1096.5
1194,Medium,Low,1,3,193.5
1195,Medium,Low,1,5,1041.25
1196,Medium,High,2,2,1055.75
1197,Medium,Low,1,6,920.5
1198,High,High,3,3,684
1199,Medium,High,2,4,412
1200,High,Medium,1,4,729.75
1201,Low,High,2,3,1213
1202,Medium,High,1,4,698.5
1203,Low,Medium,1,2,994.5
1204,Low,Low,3,4,1086.75
1205,Medium,Medium,1,3,1148.5
1206,Medium,Medium,2,2,1537.5
1207,High,Medium,2,2,1046
1208,Medium,Low,1,4,1205.75
1209,Medium,Medium,3,2,1013.75
1210,High,Medium,1,5,1109.75
1211,Low,High,2,4,279.75
1212,Medium,High,1,6,924.25
1213,Low,Medium,2,1,1796
1214,Medium,High,2,2,1288.5
1215,Medium,High,1,4,1102.75
1216,High,Low,3,1,1330.25
1217,Medium,High,2,2,199.25
1218,Medium,Medium,2,3,1183
1219,Medium,High,1,4,942.75
1220,Medium,Low,2,5,920.5
1221,Medium,Low,1,4,321.5
1222,Low,Low,1,3,943.75
1223,High,Medium,2,4,1275.5
1224,Medium,Low,1,3,814.75
1225,Medium,Medium,2,3,956.25
1226,Medium,Low,1,5,329.75
1227,Medium,High,2,4,1466.25
1228,Medium,High,2,3,361
1229,Medium,High,1,5,362.75
1230,Low,Low,2,5,1071
1231,Medium,Low,2,3,832.25
1232,High,Medium,3,5,1153.75
1233,High,Low,2,2,742.25
1234,High,Low,1,5,1305.75
1235,Low,High,1,3,140.75
1236,Medium,Low,1,3,1378.25
1237,Medium,Low,2,2,1042.5
1238,Medium,Low,2,3,1143.5
1239,Medium,Medium,1,5,1078.5
1240,Low,Medium,1,2,1126.75
1241,Medium,High,3,5,1303.5
1242,Medium,Medium,2,3,1162.5
1243,Medium,High,2,5,730
1244,Medium,High,3,6,1351.5
1245,Medium,Medium,3,3,910.5
1246,Medium,Medium,1,4,1112.25
1247,Low,Medium,1,2,1130.25
1248,High,Low,3,3,1055.75
1249,Medium,High,4,5,784.75
1250,Medium,High,1,4,1194.25
1251,High,Low,1,3,1353.25
1252,Medium,Medium,2,3,273.25
1253,Medium,Low,1,3,1284.75
1254,Low,Medium,2,4,332
1255,High,Medium,1,5,226
1256,Medium,Medium,2,4,221.5
1257,Low,High,2,5,1125.5
1258,Medium,Medium,2,3,1311
1259,Medium,Medium,2,4,216.75
1260,High,High,2,4,1142.25
1261,High,High,3,4,1008.5
1262,Medium,High,2,4,1689.75
1263,Medium,Medium,1,5,232.75
1264,Low,High,1,3,903.75
1265,High,Medium,2,4,341.75
1266,Medium,Medium,1,3,988.75
1267,High,Low,2,4,1322.5
1268,High,High,1,5,1080
1269,Medium,Medium,2,5,1051.25
1270,Low,Medium,3,2,156
1271,Low,Medium,2,1,681.75
1272,High,High,2,4,983.25
1273,Medium,Low,1,6,823.5
1274,Medium,Low,1,4,585.75
1275,Low,Low,3,4,677.5
1276,Medium,Low,2,3,986.5
1277,Medium,Medium,1,5,1056.25
1278,Low,Low,3,5,1094.25
1279,Medium,Medium,1,3,1301.5
1280,Medium,Low,4,5,833.5
1281,Low,High,3,2,867
1282,Low,High,2,4,1027
1283,Low,Low,2,4,407.75
1284,Low,Medium,2,3,182.25
1285,Low,High,2,2,665
1286,Medium,Low,1,4,313.75
1287,Medium,Medium,1,4,702.25
1288,Medium,Low,2,4,227.75
1289,Low,Low,2,6,1010
1290,Low,Low,2,3,917.5
1291,Medium,High,1,3,1012
1292,Medium,Medium,1,2,753.25
1293,High,High,1,2,199
1294,Low,High,3,3,1062.75
1295,Low,High,3,3,1293
1296,Medium,High,3,4,1305.5
1297,Low,Low,1,3,204.75
1298,Medium,High,1,3,1070.5
1299,High,High,2,4,1047.75
1300,Medium,Low,1,4,1406.5
1301,Low,Low,1,3,288.5
1302,Medium,Low,1,3,1102
1303,Low,Medium,1,5,1038.25
1304,High,Low,2,3,1173.75
1305,High,Medium,1,2,1032.25
1306,Medium,High,1,3,1085.25
1307,Medium,Low,2,5,1002.25
1308,High,High,1,2,753.75
1309,High,Medium,2,4,860.5
1310,Medium,Medium,1,3,282.5
1311,Low,High,1,4,1098.5
1312,Medium,High,2,3,847
1313,Low,High,1,3,169.5
1314,Medium,Low,3,5,998
1315,Low,Low,2,3,749.75
1316,Medium,Medium,2,5,733
1317,Low,Medium,1,3,738.25
1318,High,Low,1,4,1130.5
1319,High,High,1,4,734
1320,High,Medium,2,3,896.5
1321,High,Medium,1,3,1250.5
1322,Medium,High,2,2,1214.5
1323,Low,High,3,3,1209.5
1324,Medium,Medium,2,3,746.75
1325,Low,Low,2,3,967.25
1326,High,Medium,1,6,1229.25
1327,Medium,High,4,5,783.75
1328,Low,High,1,2,1094.75
1329,Medium,Low,2,4,1050.75
1330,Medium,High,3,4,981.75
1331,Medium,High,2,3,1038.5
1332,Medium,Low,2,4,159
1333,Medium,Medium,3,1,1255.25
1334,Medium,High,2,4,309.25
1335,Medium,Low,2,5,335.75
1336,Low,Medium,2,2,873
1337,High,Medium,1,3,981.5
1338,Low,Medium,3,4,659
1339,Medium,Low,2,4,1298.75
1340,High,Low,3,6,155.25
1341,Low,Low,1,5,250.25
1342,Low,High,3,3,1112.5
1343,Medium,Low,1,4,1136
1344,Medium,Low,2,1,1247.75
1345,High,Low,3,2,1063.25
1346,Medium,Low,2,6,1063
1347,Medium,Low,2,4,1107.25
1348,Medium,Medium,2,4,980
1349,High,Medium,1,4,289
1350,Low,High,3,4,751
1351,High,Low,2,2,1190
1352,High,Medium,2,3,683
1353,High,Medium,2,3,660
1354,High,High,2,2,751.75
1355,High,Low,3,2,343
1356,High,Low,2,6,973.75
1357,Medium,Low,3,4,839.25
1358,Low,Medium,2,3,1091
1359,Medium,Medium,2,3,972.5
1360,Medium,Low,2,4,730.5
1361,Medium,Medium,2,4,599.25
1362,Medium,Medium,2,4,253.75
1363,Medium,Medium,2,5,1001.5
1364,Low,Medium,1,4,1175.75
1365,High,Medium,2,3,1387.25
1366,Medium,High,1,3,217.25
1367,Medium,High,2,1,1476
1368,Low,Medium,1,4,933
1369,Medium,High,1,5,404.75
1370,Low,High,1,4,803.5
1371,Medium,Medium,2,3,866
1372,High,High,3,3,922.5
1373,High,High,2,6,1117.5
1374,Medium,Low,2,3,988.25
1375,Low,Medium,3,3,1041.5
1376,Medium,Medium,3,3,1185
1377,Medium,High,3,3,1007
1378,High,High,1,1,1032.5
1379,Medium,Low,2,5,1332.5
1380,Medium,High,3,2,1047.5
1381,High,High,4,3,722.25
1382,Medium,Low,3,3,201.75
1383,Low,High,2,2,1081.5
1384,Medium,Low,3,4,1009.75
1385,Low,High,2,2,1125.5
1386,Low,Medium,2,3,929.75
1387,Medium,Low,2,3,1308.75
1388,High,Medium,3,2,1689
1389,Low,Low,1,4,1081.5
1390,Medium,High,2,5,1085.25
1391,Medium,Low,1,5,869.75
1392,High,High,2,4,1136.75
1393,Medium,Low,2,3,153.75
1394,Medium,Low,3,5,1013.25
1395,High,High,1,3,315.5
1396,Low,Low,2,4,1049.25
1397,Medium,High,1,2,1053.25
1398,Medium,Low,3,3,127.75
1399,Low,Low,1,4,241.75
1400,Low,Medium,2,3,216
1401,Low,High,1,4,224.25
1402,High,Low,2,3,1109
1403,Low,High,1,4,1325
1404,Medium,High,1,3,762.25
1405,Medium,Medium,1,2,1711
1406,Low,Low,1,3,1738.5
1407,Medium,Medium,2,2,1381.5
1408,Low,Low,3,4,862.75
1409,High,Medium,2,4,1090.5
1410,Low,Medium,2,5,1723
1411,Medium,Low,2,1,920.75
1412,High,Low,3,5,882.75
1413,Low,Low,2,2,1302.25
1414,High,High,2,3,706.5
1415,Medium,Low,2,2,1471.5
1416,Medium,Low,4,3,172.5
1417,High,Low,3,5,1140
1418,Medium,Low,2,5,669.75
1419,Medium,High,2,4,263.25
1420,Low,High,1,2,232.25
1421,Medium,High,4,2,1170.75
1422,Medium,Medium,3,4,1188.75
1423,Low,Medium,2,4,958.5
1424,High,Medium,3,4,1347.5
1425,Medium,High,2,4,195.5
1426,Low,High,3,3,978
1427,High,High,3,5,225.5
1428,Medium,Medium,2,2,977
1429,High,Medium,1,4,1259.5
1430,Medium,Low,1,3,327
1431,Medium,Low,2,3,640.75
1432,Medium,Medium,2,3,87.5
1433,Low,High,2,4,395.5
1434,Medium,High,3,4,1208.5
1435,Low,Medium,2,4,718
1436,High,Low,1,5,270.75
1437,Medium,Low,2,3,1178.5
1438,Low,Medium,3,3,1058
1439,Medium,High,3,2,1049.75
1440,Low,Medium,3,2,242
1441,Medium,Low,2,2,722.5
1442,High,Medium,2,5,1126.5
1443,High,Medium,3,3,934.75
1444,Low,High,2,1,991.75
1445,Medium,Low,2,5,1159
1446,Low,High,1,3,719
1447,Medium,Low,2,4,1182.75
1448,Medium,Low,3,2,758.75
1449,Medium,High,2,4,965.75
1450,Medium,Medium,1,4,1211.5
1451,Medium,High,3,5,1522.5
1452,Medium,Medium,2,3,251.5
1453,High,Low,2,4,1655
1454,Low,Low,1,4,327.5
1455,Medium,Medium,1,5,1163.25
1456,Low,Medium,2,4,1001.25
1457,Medium,Low,3,2,872.75
1458,High,High,1,4,1013
1459,Low,High,1,3,1139
1460,Medium,Low,1,4,1212.25
1461,Medium,Medium,2,4,282.25
1462,Medium,Low,1,1,1092.5
1463,Medium,Medium,2,5,269.25
1464,Medium,High,2,5,1002.5
1465,Low,Low,1,4,1645.5
1466,Low,High,3,4,856.75
1467,Medium,Medium,1,3,329.5
1468,Medium,Medium,1,4,789.75
1469,Medium,High,3,5,1123
1470,High,Low,1,5,979.5
1471,Medium,Low,3,5,1102.25
1472,Medium,Medium,2,5,982.75
1473,Medium,Low,2,5,1066.25
1474,Medium,High,2,2,934
1475,Low,Low,2,2,345.75
1476,Medium,High,1,5,1299.5
1477,Medium,High,1,3,1081
1478,Low,Low,2,4,1898.25
1479,Medium,High,2,4,659.5
1480,High,Low,1,4,695
1481,Medium,Low,2,4,1200.25
1482,Medium,High,1,2,1174
1483,High,High,1,3,1236.75
1484,High,Low,3,4,378.25
1485,Low,Low,3,2,143
1486,High,Medium,2,4,309.75
1487,Medium,Medium,2,4,813.75
1488,Low,High,1,2,933.5
1489,High,Low,1,3,157
1490,Medium,Low,1,2,1072.75
1491,Medium,Medium,3,5,1157.75
1492,Medium,Medium,2,5,383.75
1493,Medium,Medium,2,3,1141.5
1494,Low,Medium,2,3,1081.25
1495,Medium,Medium,3,4,1102.25
1496,Medium,Medium,3,2,209
1497,Medium,High,4,2,944.5
1498,High,Medium,2,3,1119
1499,Low,Medium,2,4,1125.25
1500,Medium,Low,3,2,1256
1501,High,Low,4,4,957.75
1502,High,Medium,1,1,811.5
1503,High,Medium,2,5,226.25
1504,Medium,Medium,2,4,1131.5
1505,Low,Medium,2,5,923.5
1506,Medium,High,1,3,948.25
1507,Low,High,3,3,931.5
1508,High,Low,1,4,1200.75
1509,Medium,Medium,1,5,1003.5
1510,Medium,Low,1,3,257.75
1511,Low,Low,3,5,1018.5
1512,Medium,Medium,1,3,1441.25
1513,Low,Medium,1,4,1009.5
1514,Medium,Medium,2,2,858.25
1515,Low,Low,3,4,1191.5
1516,Medium,High,2,2,198.25
1517,Medium,Low,2,1,1004.5
1518,High,Medium,1,4,128
1519,Medium,Medium,3,4,1376.25
1520,High,Low,3,4,1312
1521,Medium,Medium,1,3,1114.25
1522,Low,High,1,1,907.25
1523,Medium,Medium,3,1,1260
1524,High,Medium,3,3,1451.5
1525,Low,Low,1,6,755.5
1526,Low,Medium,3,6,98
1527,Medium,Medium,1,2,1059
1528,Medium,High,2,3,835.25
1529,Medium,High,1,2,947
1530,Medium,Low,2,3,1234.5
1531,Medium,High,1,3,1081.75
1532,Medium,Medium,1,4,1142.25
1533,Medium,Low,2,4,904.25
1534,High,Low,2,4,1176.25
1535,Medium,High,2,3,960.25
1536,High,High,3,2,1345.75
1537,Medium,High,2,4,965.5
1538,Medium,High,1,5,959.5
1539,Medium,Medium,2,3,1040
1540,Medium,Low,2,4,951.75
1541,Medium,High,3,4,1080.5
1542,High,High,2,4,348.5
1543,Medium,High,1,5,1077.25
1544,Medium,Low,2,4,933.75
1545,Low,Low,1,4,1096.5
1546,Medium,High,2,4,968.75
1547,High,Medium,1,3,1399
1548,Low,Low,3,4,1169.5
1549,Low,High,3,1,185
1550,Low,Medium,2,5,1251.5
1551,High,High,3,3,1092.25
1552,Medium,High,1,4,1184
1553,Medium,High,2,4,1052.25
1554,High,High,2,4,915
1555,Medium,Medium,3,3,708.25
1556,Medium,Low,3,6,1216.5
1557,Medium,High,3,2,1096.5
1558,High,Low,3,3,1037.25
1559,Low,Medium,2,5,947.75
1560,High,Medium,2,1,136.5
1561,Medium,Medium,4,4,981.5
1562,High,High,2,4,688.25
1563,Medium,Medium,2,2,176
1564,Medium,Low,1,5,756
1565,Medium,Medium,3,4,1022.5
1566,High,Medium,2,3,987.75
1567,Low,High,2,5,718
1568,Medium,High,2,5,899
1569,Medium,High,2,5,1187.5
1570,Medium,Low,2,3,967.5
1571,Low,Low,2,3,727.5
1572,Medium,High,2,4,1112.5
1573,Low,High,1,1,771.75
1574,High,High,1,1,1731.75
1575,Medium,High,1,4,993.5
1576,Medium,Low,1,1,1621.5
1577,Medium,Low,3,3,281.25
1578,Medium,Low,2,4,981.25
1579,Medium,Low,1,4,123.75
1580,Medium,Medium,3,3,237.5
1581,Medium,Medium,2,5,1256.25
1582,High,High,2,2,944
1583,Medium,High,1,2,964.75
1584,Medium,High,1,4,1226.75
1585,Medium,Low,1,3,865
1586,Low,High,2,3,923.75
1587,High,Medium,1,2,231.25
1588,Medium,High,3,3,236
1589,Low,Low,3,2,1125.5
1590,Medium,High,1,4,949.75
1591,High,Medium,2,5,698
1592,Medium,High,1,5,1387.5
1593,Medium,High,3,3,949.5
1594,Medium,High,3,4,1077.25
1595,High,High,2,4,930.5
1596,Low,Low,2,2,951
1597,High,High,2,2,941.25
1598,High,Medium,1,2,1127
1599,High,Medium,4,2,968.25
1600,Medium,Medium,1,2,984.75
1601,Medium,Medium,1,4,938.5
1602,Medium,Medium,2,4,678
1603,Low,High,3,4,772.25
1604,Medium,High,2,4,1327.75
1605,Medium,Low,2,4,1610.25
1606,Medium,Medium,1,4,1169.75
1607,Medium,High,2,4,192.75
1608,High,High,2,4,833.25
1609,High,Low,1,6,959
1610,Low,Medium,2,3,1743.5
1611,Medium,Low,3,4,793.75
1612,Medium,Low,3,3,970
1613,High,Low,1,2,1089.25
1614,Medium,Low,2,3,588
1615,High,High,3,4,928
1616,High,High,2,3,693.75
1617,High,High,1,3,1249
1618,High,High,2,4,327
1619,Low,High,1,5,876
1620,Medium,High,2,6,1361.75
1621,High,Medium,3,2,987
1622,Medium,Low,1,3,1722.75
1623,Medium,High,2,4,1127
1624,Low,Medium,1,3,137.5
1625,Medium,Medium,1,5,671.75
1626,Low,Medium,1,4,1201.5
1627,High,Low,1,4,370
1628,High,High,3,4,766
1629,Low,Low,2,4,1223
1630,Medium,Medium,3,4,1084.5
1631,Medium,Low,2,3,210.5
1632,Low,High,2,4,1411.5
1633,Medium,Medium,1,3,1154.5
1634,High,Low,2,3,940
1635,Low,High,1,3,1633
1636,Medium,High,1,3,197.25
1637,Medium,Low,3,5,918.5
1638,High,Medium,4,3,269
1639,Low,Medium,2,4,1415.5
1640,High,High,2,4,228
1641,High,Low,2,4,1294.75
1642,Medium,Medium,3,3,762.5
1643,High,Low,1,3,804
1644,Medium,Low,2,5,1279.75
1645,Medium,Medium,1,3,321.25
1646,Medium,Low,1,4,1202.5
1647,Low,Low,1,3,755.25
1648,Medium,High,2,3,794.75
1649,Medium,Medium,4,3,1071
1650,Medium,Low,2,3,1053.25
1651,Low,Low,1,1,1061.75
1652,Medium,Medium,1,4,891.25
1653,Medium,High,2,5,1120
1654,Medium,Medium,2,4,1043.75
1655,Medium,Low,1,3,1196.25
1656,Low,Low,2,4,1261.75
1657,Medium,Medium,2,4,336
1658,Medium,Medium,1,3,1570.5
1659,Medium,Low,1,1,1420.75
1660,High,Low,2,2,254.75
1661,Low,High,1,4,982.75
1662,Medium,High,3,4,200.75
1663,Medium,High,1,2,1254
1664,Medium,Medium,1,3,986
1665,Medium,High,2,3,755.5
1666,Medium,High,3,3,1100.75
1667,Low,High,2,3,1052.5
